County #,Total Students 2018-2019,District #,Total Students 2020-2021,Total Students 2021-2022,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,% School-wide Title I 2021-2022,% School-wide Title I 2020-2021,% School-wide Title I 2018-2019,% Title I Eligible School 2021-2022,% Title I Eligible School 2020-2021,% Title I Eligible School 2018-2019,Total Teachers 2021-2022,Total Teachers 2020-2021,Total Teachers 2018-2019,Total Staff 2021-2022,Total Staff 2020-2021,Total Staff 2018-2019,% Free or Reduced Lunch 2021-2022,% Free or Reduced Lunch 2020-2021,% Free or Reduced Lunch 2018-2019,% Asian or Asian/Pacific Islander Students 2021-2022,% Hispanic Students 2021-2022,% Black or African American Students 2021-2022,% White Students 2021-2022,% Grades 1-8 2021-2022,% Grades 9-12 2021-2022,% Asian or Asian/Pacific Islander Students 2020-2021,% Asian or Asian/Pacific Islander Students 2018-2019,% Hispanic Students 2020-2021,% Hispanic Students 2018-2019,% Black or African American Students 2020-2021,% Black or African American Students 2018-2019,% White Students 2020-2021,% White Students 2018-2019,% Grades 1-8 2020-2021,% Grades 1-8 2018-2019,% Grades 9-12 2020-2021,% Grades 9-12 2018-2019,% Prek 2021-2022,% Prek 2020-2021,% Prek 2018-2019,% K 2021-2022,% K 2020-2021,% K 2018-2019,% ADA 2018-2019,% ADA 2020-2021,% ADA 2021-2022,% Students Tested Math - Grade 3 2018-2019,% Students Tested Reading - Grade 3 2018-2019,% Students Tested Math - Grade 4 2018-2019,% Students Tested Reading - Grade 4 2018-2019,% Students Tested Math - Grade 5 2018-2019,% Students Tested Reading - Grade 5 2018-2019,% Students Tested Math - Grade 6 2018-2019,% Students Tested Reading - Grade 6 2018-2019,% Students Tested Math - Grade 7 2018-2019,% Students Tested Reading - Grade 7 2018-2019,% Students Tested Math - Grade 8 2018-2019,% Students Tested Reading - Grade 8 2018-2019,% Students Tested Math - Grade 3 2020-2021,% Students Tested Reading - Grade 3 2020-2021,% Students Tested Math - Grade 4 2020-2021,% Students Tested Reading - Grade 4 2020-2021,% Students Tested Math - Grade 5 2020-2021,% Students Tested Reading - Grade 5 2020-2021,% Students Tested Math - Grade 6 2020-2021,% Students Tested Reading - Grade 6 2020-2021,% Students Tested Math - Grade 7 2020-2021,% Students Tested Reading - Grade 7 2020-2021,% Students Tested Math - Grade 8 2020-2021,% Students Tested Reading - Grade 8 2020-2021,% Students Tested Math - Grade 3 2021-2022,% Students Tested Reading - Grade 3 2021-2022,% Students Tested Math - Grade 4 2021-2022,% Students Tested Reading - Grade 4 2021-2022,% Students Tested Math - Grade 5 2021-2022,% Students Tested Reading - Grade 5 2021-2022,% Students Tested Math - Grade 6 2021-2022,% Students Tested Reading - Grade 6 2021-2022,% Students Tested Math - Grade 7 2021-2022,% Students Tested Reading - Grade 7 2021-2022,% Students Tested Math - Grade 8 2021-2022,% Students Tested Reading - Grade 8 2021-2022,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10
48205,182,103901,168,163,38.55,37.725,38.175,1771,2.655,1311,3.11,1946,5576,1,1,1,1,1,1,0.122699387,0.107142857,0.106373626,0.211165644,0.188333333,0.178736264,0.687116564,0.755952381,0.675824176,0,0.466257669,0,0.521472393,0.736196319,0.159509202,0,0,0.44047619,0.340659341,0.005952381,0.010989011,0.547619048,0.620879121,0.738095238,0.576923077,0.178571429,0.252747253,0.061349693,0.041666667,0.082417582,0.042944785,0.041666667,0.087912088,0.885527473,0.905029762,0.902981595,1.090909091,1.090909091,0.888888889,0.888888889,0.933333333,0.933333333,1.111111111,1.111111111,0.888888889,0.888888889,0.928571429,0.928571429,0.777777778,0.777777778,0.9,0.9,0.857142857,0.857142857,1,1,0.846153846,0.846153846,0.875,0.875,0.944444444,0.944444444,0.933333333,0.933333333,0.882352941,0.882352941,0.928571429,0.928571429,0.944444444,0.944444444,0.823529412,0.823529412,0.023314204,0,0.031025825,0,0.067969871,0.00035868,0.970760234,0.976190476,0.987421384,0.869679974,0.068954141,0.0047839,0.238865061,0.610359617,0.389640383,0.057571758,0.064830089,0.06647971,0.050808314,0.02804355,0.155889145,0.184922468,0.166281755,0.100296932,0.066149786,0.040415704,0.018310789,0.098814229,0.129305477,0.299830604,0.352907962,0.023715415,0.045736872,0.089928058,0.637718397,0.272353546
48453,388,227814,370,354,34.23206897,33.77862069,34.73172414,404467,2.477293103,229929,3.080137931,441240,1273954,0,0,0,0,0,0,0.073305085,0.072486486,0.069639175,0.091073446,0.086486486,0.079871134,0.06779661,0.086486486,0,0.225988701,0.186440678,0.039548023,0.457627119,0.661016949,0.274011299,0.213513514,0.193298969,0.181081081,0.164948454,0.078378378,0.092783505,0.456756757,0.489690722,0.648648649,0.615979381,0.27027027,0.306701031,,,,0.064971751,0.081081081,0.077319588,0.912028351,0.945062162,0.946449153,1,1,0.965517241,0.965517241,1,1,0.966666667,0.933333333,1.033333333,1,0.540540541,0.810810811,0.714285714,0.821428571,0.7,0.733333333,0.833333333,0.766666667,0.8,0.833333333,0.714285714,0.685714286,0.633333333,0.8,0.928571429,0.928571429,1.034482759,1.034482759,1.074074074,1.074074074,1,1,0.833333333,0.933333333,0.878787879,1.03030303,0.022961583,0.000343027,0.025073904,0.000360296,0.053036452,0.000640525,0.018867925,0.264305177,0.232804233,0.692997717,0.085239576,0.057927335,0.334645492,0.504397295,0.495602705,0.07397883,0.06901137,0.061301459,0.066593053,0.095379521,0.188010732,0.150864131,0.129260368,0.092612661,0.041801641,0.022002097,0.009184138,0.152682419,0.155283373,0.212603253,0.200001483,0.025139257,0.07473292,0.083340132,0.475965461,0.440694407
48439,647,220815,763,693,35.08113849,34.12039082,35.96321155,657134,2.765811385,455033,3.270008496,714803,2102515,1,1,1,1,1,1,0.065007215,0.070393185,0.063585781,0.103722944,0.108492792,0.097619784,0.645021645,0.605504587,0.646058733,0.03030303,0.266955267,0.572871573,0.066378066,0.818181818,,0.023591088,0.018547141,0.268676278,0.245749614,0.564875491,0.56877898,0.078636959,0.097372488,0.812581913,0.800618238,,,0.086580087,0.098296199,0.054095827,0.095238095,0.089121887,0.145285935,0.911591963,0.907428571,0.892298701,0.93258427,0.93258427,0.987951807,0.987951807,0.962025316,0.962025316,0.902777778,0.902777778,,,,,0.936170213,0.946808511,0.930232558,0.930232558,0.882352941,0.882352941,0.943820225,0.943820225,0.929824561,0.929824561,0.535714286,0.928571429,0.969230769,0.969230769,0.961538462,0.961538462,0.950617284,0.950617284,0.916666667,0.916666667,0.941176471,0.941176471,0.897959184,0.897959184,0.021807692,0.000361947,0.028381248,0.000429961,0.101597848,0.001155759,0.015564202,0.500655308,0.545698925,0.66639433,0.148688748,0.046743732,0.26698061,0.490446835,0.509553165,0.078991882,0.079770198,0.076651959,0.072338607,0.068089931,0.147343831,0.145692121,0.142584938,0.099325939,0.050748079,0.027701525,0.010760992,0.115431556,0.133465929,0.26471009,0.237070369,0.03139238,0.096974133,0.080678173,0.571939401,0.347382426
48423,3536,212909,3416,3397,36.63307692,35.16692308,37.90076923,79055,2.643769231,54803,3.160153846,87309,232751,1,1,1,1,1,1,0.073129232,0.074557963,0.070308258,0.159502502,0.157877635,0.146037896,0.813953488,0.767857143,0.805147059,0.006476303,0.519576097,0.174565793,0.256108331,0.568442744,0.313511922,0.005854801,0.008484163,0.514051522,0.481617647,0.171252927,0.169117647,0.268442623,0.300622172,0.576405152,0.584558824,0.31528103,0.2864819,0.046806005,0.047423888,0.056561086,0.071239329,0.06088993,0.07239819,0.921660068,0.932535129,0.916445687,0.975609756,0.68699187,0.950943396,0.716981132,0.984313725,0.917647059,0.971530249,0.971530249,0.827956989,0.985663082,1.061068702,0.973282443,0.995670996,0.727272727,0.904977376,0.841628959,0.974789916,0.899159664,0.992217899,0.984435798,0.750957854,0.957854406,1.010989011,0.989010989,0.980988593,0.752851711,0.952380952,0.891774892,0.966981132,0.910377358,0.988235294,0.988235294,0.765151515,0.981060606,1.011450382,0.958015267,0.016180382,0.000515572,0.019737831,0.000691726,0.073920198,0.001679907,0.645151783,0.761085181,0.91331546,0.701364716,0.179430081,0.012383532,0.172081978,0.483634855,0.516365145,0.071306637,0.07216018,0.070424483,0.076075036,0.074115224,0.128489276,0.121570329,0.130706581,0.11281078,0.076361139,0.047564779,0.018415556,0.104598065,0.148074126,0.229245462,0.289241667,0.024754917,0.090114477,0.094537791,0.602102876,0.303359333
48449,1036,225906,992,1046,32.71363636,31.77272727,33.82272727,10813,2.986818182,8154,3.510454545,12054,32750,1,1,1,1,1,1,0.076472275,0.083860887,0.077413127,0.157772467,0.160564516,0.144797297,0.440726577,0.421370968,0.475868726,0.010516252,0.38623327,0.022944551,0.550669216,0.56500956,0.325047801,0.012096774,0.008687259,0.384072581,0.379343629,0.017137097,0.026061776,0.554435484,0.561776062,0.584677419,0.553088803,0.331653226,0.347490347,0.04206501,0.032258065,0.030888031,0.067877629,0.05141129,0.068532819,0.929504826,0.924087702,0.925474187,0.961538462,0.961538462,1.025316456,1.025316456,1.012048193,1.012048193,0.954022989,0.954022989,0.961538462,0.961538462,0.972222222,0.972222222,1,1,1.014925373,1.014925373,1.016129032,1.016129032,1.050632911,1.050632911,1,1,0.76744186,0.953488372,1.012195122,1.012195122,0.984848485,0.984848485,1.054054054,1.054054054,0.924242424,0.954545455,1.011363636,1.011363636,0.820224719,1.04494382,0.044549618,0.000977099,0.049129771,0.001160305,0.099969466,0.002290076,0.807228916,0.854984894,0.905940594,0.675697408,0.095595967,0.007329746,0.395837199,0.494092905,0.505907095,0.090987815,0.083008598,0.082390054,0.079637533,0.067452217,0.12779118,0.129863302,0.122007794,0.101472135,0.064050226,0.036494093,0.014845055,0.098769999,0.117081291,0.292425784,0.268565615,0.034403033,0.099509849,0.102953376,0.620789779,0.276256844
48013,471,7901,419,397,36.528,35.504,37.36,15246,2.8876,11543,3.3524,17631,51153,0.6,0.6,0.6,0.6,0.6,0.6,0.119571788,0.110954654,0.096602972,0.230050378,0.215656325,0.18895966,0.685138539,0.706443914,0.738853503,0,0.871536524,0,0.125944584,0.589420655,0.317380353,0,0.002123142,0.885441527,0.876857749,0,0,0.114558473,0.118895966,0.596658711,0.539278132,0.298329356,0.309978769,0.047858942,0.040572792,0.082802548,0.04534005,0.064439141,0.067940552,0.911314225,0.925405728,0.932390428,1.071428571,1.071428571,0.95,0.95,1,1,1,1,1.066666667,1.066666667,0.878787879,0.878787879,0.956521739,0.956521739,0.888888889,0.888888889,0.90625,0.90625,0.888888889,0.888888889,0.885714286,0.885714286,1,1,1.090909091,1.090909091,1.038461538,1.038461538,0.913043478,0.913043478,1.064516129,1.064516129,0.945945946,0.945945946,0.848484848,0.848484848,0.02236428,0.000664673,0.025257561,0.000742869,0.085918714,0.002443649,0.767554479,0.849514563,0.952267303,0.849012491,0.007993587,0.003473537,0.618668032,0.492752332,0.507247668,0.074302509,0.079579613,0.084678587,0.0766182,0.057580548,0.113491127,0.12573757,0.139141858,0.121707377,0.072476676,0.040190599,0.014495335,0.102453102,0.104092877,0.266168175,0.285123967,0.040666404,0.095303686,0.135273099,0.655606602,0.209120299
48411,114,206903,131,128,40.34,38.02,45.48,2257,2.456,1563,2.94,3177,6055,1,1,1,1,1,1,0.136171875,0.135572519,0.158859649,0.2234375,0.218396947,0.254473684,0.5234375,0.580152672,0.535087719,0,0.21875,0.03125,0.703125,0.609375,0.3671875,0.007633588,0,0.175572519,0.210526316,0.045801527,0.035087719,0.748091603,0.728070175,0.549618321,0.578947368,0.358778626,0.342105263,0.0078125,0.007633588,0.00877193,0.015625,0.083969466,0.070175439,0.939429825,0.941083969,0.948484375,1,1,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.923076923,0.923076923,1.222222222,1.222222222,0.8,0.8,1,1,0.833333333,0.833333333,1.111111111,1.111111111,1.285714286,1.285714286,1.142857143,1.142857143,1,1,1.4,1.4,0.923076923,0.923076923,1.090909091,1.090909091,0.916666667,0.916666667,1,1,0.01073493,0,0.019488026,0.000660611,0.090999174,0.00297275,0.984732824,0.86259542,1,0.842603164,0.033273528,0.002120372,0.279725983,0.549013212,0.450986788,0.057739357,0.051867558,0.059044202,0.06458979,0.076007177,0.135377589,0.099983689,0.122166041,0.141249388,0.099331267,0.062632523,0.030011417,0.129818343,0.143996455,0.198493576,0.345148427,0.029242357,0.058484714,0.289581366,0.539502675,0.170915958
48457,195,229906,211,213,44.36875,43.28125,46.3375,8007,2.40875,5582,2.90125,10579,21672,1,1,1,1,1,1,0.099953052,0.104597156,0.092871795,0.177230047,0.18549763,0.172153846,0.563380282,0.597156398,0.523076923,0,0.046948357,0.014084507,0.863849765,0.572769953,0.352112676,0,0,0.052132701,0.030769231,0.014218009,0.051282051,0.890995261,0.866666667,0.644549763,0.682051282,0.265402844,0.261538462,0.018779343,0.037914692,0.025641026,0.056338028,0.052132701,0.030769231,0.919097436,0.916886256,0.953446009,0.933333333,0.933333333,0.956521739,0.956521739,1,1,0.961538462,0.961538462,1.083333333,1.083333333,0.888888889,0.888888889,1.333333333,1.333333333,1,1,1.142857143,1.142857143,0.962962963,0.962962963,1,1,0.96,0.96,1,1,1,1,0.933333333,0.933333333,1.052631579,1.052631579,0.956521739,0.956521739,0.947368421,0.947368421,0.009966777,0.000230712,0.012504614,0.000230712,0.050018457,0.00147656,0.965174129,0.995260664,0.645,0.82376183,0.109804282,0.002343104,0.068317559,0.538959846,0.461040154,0.052329321,0.052696867,0.058210052,0.060231554,0.06046127,0.133005605,0.120600937,0.139161996,0.133602867,0.108793531,0.062253055,0.018652945,0.121893343,0.148869739,0.1924566,0.359435494,0.024353691,0.066441863,0.243123169,0.625957085,0.130919747
48497,603,249904,588,576,38.58,37.62,39.49428571,21015,2.766571429,16095,3.163428571,23781,69984,1,1,1,1,1,1,0.085625,0.087568027,0.085555556,0.14859375,0.156496599,0.150149254,0.515625,0.656462585,0.68159204,0,0.309027778,0.008680556,0.645833333,0.607638889,0.263888889,0,0,0.289115646,0.271973466,0.006802721,0.011608624,0.670068027,0.663349917,0.566326531,0.600331675,0.278911565,0.268656716,0.048611111,0.06462585,0.054726368,0.079861111,0.090136054,0.07628524,0.93493864,0.893833333,0.919178819,0.960784314,0.960784314,0.904761905,0.904761905,0.941176471,0.941176471,0.906976744,0.906976744,0.974358974,0.974358974,0.461538462,0.980769231,0.930232558,0.930232558,1,1,1,1,0.837837838,0.837837838,0.958333333,0.958333333,0.485714286,0.914285714,0.977777778,0.977777778,0.973684211,0.973684211,1.12195122,1.12195122,1.018867925,1.018867925,1.057142857,1.057142857,0.70212766,0.914893617,0.010859625,0.000214335,0.013703132,0.000242913,0.087034179,0.001486054,0.9,0.883760684,0.950442478,0.887039762,0.010604292,0.00412671,0.171021699,0.504050603,0.495949397,0.067295821,0.070898236,0.076293402,0.072166692,0.05694522,0.115733929,0.134473252,0.161804252,0.12128131,0.076614745,0.035719722,0.01077342,0.098072805,0.095598382,0.285129669,0.337758744,0.029312396,0.06162265,0.116311341,0.699760313,0.183928346
48075,1096,38901,997,1014,36.58571429,34.18571429,35.47142857,2326,2.094285714,1530,2.588571429,2883,7306,1,1,1,1,1,1,0.087307692,0.090631896,0.083047445,0.175059172,0.180411234,0.162928832,0.537475345,0.637913741,0.591240876,0.017751479,0.377712032,0.037475345,0.525641026,0.601577909,0.289940828,0.016048144,0.016423358,0.376128385,0.407846715,0.047141424,0.037408759,0.528585757,0.510948905,0.617853561,0.60310219,0.2888666,0.297445255,0.037475345,0.037111334,0.040145985,0.071005917,0.056168506,0.059306569,0.933771898,0.928569709,0.922274162,1,1,1.021978022,1.021978022,0.975609756,0.963414634,0.979166667,0.96875,0.986842105,0.986842105,0.935064935,0.948051948,1,1,1.060606061,1.045454545,1.011764706,1.011764706,0.988764045,0.988764045,0.952380952,0.952380952,0.954545455,0.943181818,0.983870968,0.983870968,0.974358974,0.974358974,0.958333333,0.958333333,1.02247191,1.02247191,1.010752688,1.010752688,0.931034483,0.931034483,0.009444292,0,0.016972351,0,0.179304681,0.002189981,0.931411531,0.955867603,0.98496994,0.82005397,0.099133646,0.007101264,0.267717654,0.585286181,0.414713819,0.060218719,0.056242011,0.060502769,0.062633149,0.087629598,0.190455901,0.113336174,0.116886806,0.100837949,0.077119727,0.053969607,0.02016759,0.138865004,0.16938951,0.216251075,0.29105761,0.025795357,0.079965606,0.193201526,0.575789109,0.231009365
48197,200,99902,207,199,42.7,40.88,44.16,1722,2.396,1139,2.944,2417,3933,1,1,1,1,1,1,0.105427136,0.102270531,0.09845,0.216231156,0.208115942,0.20885,0.83919598,0.777777778,0.835,0,0.477386935,0.005025126,0.467336683,0.547738693,0.286432161,0,0,0.487922705,0.475,0.004830918,0.02,0.458937198,0.46,0.550724638,0.565,0.285024155,0.29,0.095477387,0.077294686,0.085,0.070351759,0.086956522,0.06,0.90733,0.904444444,0.937246231,0.857142857,0.857142857,0.909090909,0.909090909,0.875,0.875,0.846153846,0.846153846,1,1,1,1,1,1,0.882352941,0.882352941,0.866666667,0.866666667,1,1,1,1,0.769230769,0.769230769,1.142857143,1.142857143,1,1,0.833333333,0.833333333,1,1,1,1,0.933333333,0.933333333,0.006356471,0,0.016018307,0.000762777,0.085430969,0.003051106,0.995121951,0.995169082,0.980392157,0.854795844,0.059434646,0.002899251,0.21478618,0.495530321,0.504469679,0.064991544,0.069823629,0.070548442,0.063783523,0.041314327,0.104131433,0.11137956,0.138922445,0.139888862,0.109688331,0.060642667,0.024885238,0.132984901,0.159698026,0.182926829,0.304297329,0.033101045,0.083623693,0.287546545,0.510964005,0.20148945
48145,528,73901,529,547,40.83846154,39.88461538,42.42307692,6302,2.502307692,4214,3.118461538,7724,17297,1,1,1,1,1,1,0.075612431,0.07221172,0.071912879,0.173327239,0.159943289,0.155208333,0.873857404,0.905482042,0.871212121,0.003656307,0.597806216,0.199268739,0.157221207,0.568555759,0.276051188,0.003780718,0.001893939,0.582230624,0.615530303,0.189035917,0.172348485,0.175803403,0.185606061,0.578449905,0.570075758,0.285444234,0.274621212,0.098720293,0.069943289,0.102272727,0.056672761,0.066162571,0.053030303,0.904982955,0.885177694,0.910308958,1.09375,1.09375,1,1,1,1,1,1,0.577777778,1.066666667,1.194444444,0.944444444,1.023255814,1.023255814,1,1,1.114285714,1.114285714,1,1,0.577777778,1,0.952380952,0.952380952,1.025641026,1.025641026,0.975,0.975,1.032258065,1.032258065,1.025,1.025,0.516129032,1.129032258,1.022727273,0.886363636,0.016129965,0.000346881,0.03954443,0.000404694,0.079782621,0.001560964,0.919075145,0.921606119,0.895131086,0.60629128,0.253218404,0.002574723,0.207992836,0.475428188,0.524571812,0.059834322,0.058602933,0.05977835,0.064424046,0.067446547,0.128960036,0.13030337,0.147934624,0.121795589,0.085077801,0.054125154,0.021717228,0.141066328,0.148048239,0.175499841,0.292288162,0.025864805,0.099016185,0.184101502,0.578327292,0.237571207
48309,2809,161920,2870,2958,34.96121212,33.55575758,36.34,86892,2.666666667,57663,3.182787879,95124,256623,0.285714286,0.333333333,0.25,0.428571429,0.5,0.5,0.070946586,0.072815331,0.069487362,0.127734956,0.136891986,0.127785689,0.345841785,0.309756098,0.271626913,0.015889114,0.224475997,0.063218391,0.654496281,0.607167005,0.305273834,0.01533101,0.013527946,0.210452962,0.188679245,0.061324042,0.056603774,0.677700348,0.707725169,0.603832753,0.616233535,0.297212544,0.282306871,0.020960108,0.028571429,0.025987896,0.066599053,0.070383275,0.075471698,0.95241189,0.968701045,0.950551048,1.014634146,1.014634146,0.995495495,0.995495495,0.984293194,0.984293194,0.986725664,0.986725664,0.933054393,0.933054393,0.819327731,1.021008403,0.964467005,0.964467005,0.949771689,0.940639269,1.038095238,1.038095238,0.951754386,0.951754386,0.970873786,0.970873786,0.807531381,0.958158996,0.975409836,0.975409836,1.018779343,1.018779343,0.991416309,0.991416309,1.004366812,1.004366812,0.978354978,0.978354978,0.68202765,0.99078341,0.031174135,0.000448128,0.039723641,0.000615689,0.089913998,0.001570397,0.856047403,0.858684302,0.842653699,0.698309111,0.148003882,0.013707611,0.236141265,0.48601994,0.51398006,0.070845359,0.070168493,0.069283032,0.08771168,0.098860821,0.12932407,0.114152044,0.128583348,0.106514946,0.064655649,0.042076405,0.017824151,0.115764397,0.146204484,0.211043594,0.255765778,0.02954242,0.101229112,0.086539675,0.549219966,0.36424036
48347,396,174901,394,408,33.68974359,32.57435897,34.89230769,23861,2.478205128,15026,3.060769231,27406,65204,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.089362745,0.086243655,0.073232323,0.150245098,0.142106599,0.123737374,0.639705882,0.649746193,0.641414141,0.004901961,0.147058824,0.06372549,0.720588235,0.585784314,0.308823529,0.005076142,0.005050505,0.157360406,0.174242424,0.053299492,0.063131313,0.725888325,0.717171717,0.621827411,0.626262626,0.258883249,0.244949495,0.039215686,0.055837563,0.058080808,0.066176471,0.063451777,0.070707071,0.931169192,0.922104061,0.934973039,0.967741935,0.967741935,1,1,1,1,0.971428571,0.971428571,1.05,1.05,1,1.027027027,0.971428571,0.971428571,1,1,0.928571429,0.928571429,0.916666667,0.916666667,0.942857143,0.942857143,1.057142857,1.057142857,0.964285714,0.964285714,1,1,0.930232558,0.930232558,0.928571429,0.928571429,1,1,0.5,1,0.024523035,0.000981535,0.027851052,0.001119563,0.05689835,0.002101098,0.828877005,0.936548223,0.934343434,0.685775835,0.181808319,0.012351993,0.175996528,0.477341764,0.522658236,0.068718616,0.065293534,0.062612361,0.102798959,0.135221003,0.123395946,0.102535491,0.117026223,0.104271279,0.064022689,0.038559296,0.015544604,0.128536105,0.158878505,0.195926407,0.253970915,0.023594988,0.093960857,0.129351237,0.509596439,0.361052324
48277,944,139905,1062,1145,39.32894737,37.70789474,40.70789474,19829,2.466842105,13619,3.014736842,22481,49859,1,1,1,1,1,1,0.084078603,0.085885122,0.082923729,0.149973799,0.15047081,0.146461864,0.455895197,0.470809793,0.549788136,0.000873362,0.093449782,0.03930131,0.814847162,0.613973799,0.266375546,0.00094162,0,0.087570621,0.078389831,0.041431262,0.031779661,0.832391714,0.851694915,0.586629002,0.585805085,0.300376648,0.293432203,0.045414847,0.035781544,0.05190678,0.074235808,0.077212806,0.068855932,0.924635593,0.934696798,0.926227948,0.957746479,0.957746479,0.933333333,0.933333333,0.930555556,0.930555556,1.034482759,1.034482759,0.9875,0.9875,0.728571429,1.028571429,1.0375,1.025,1.026315789,1.026315789,1.039473684,1.039473684,1.028169014,1.028169014,0.976470588,0.976470588,0.731343284,1.029850746,1.0125,1.0125,1.035294118,1.035294118,1.036144578,1.036144578,0.965909091,0.965909091,0.975609756,0.975609756,0.736263736,1,0.023285666,0.000842375,0.036884013,0.001062998,0.103812752,0.002647466,,0.952919021,0.973733583,0.793063282,0.134617316,0.006245858,0.064727974,0.48287912,0.51712088,0.064004981,0.065491133,0.070090173,0.073162894,0.061554837,0.110557709,0.126041813,0.139658185,0.123230173,0.093487036,0.051412849,0.021308216,0.117050784,0.155630642,0.198850169,0.296081497,0.028291896,0.097281759,0.117966283,0.586895601,0.295138117
48451,550,226901,566,566,36.22680412,34.66391753,37.72164948,42331,2.486597938,27728,3.033195876,46571,119200,0.125,0.125,0.125,0.125,0.125,0.125,0.09434629,0.083409894,0.082618182,0.144116608,0.133021201,0.144054545,0.286219081,0.291519435,0.314545455,0.003533569,0.268551237,0,0.692579505,0.588339223,0.307420495,0.003533569,0.001818182,0.259717314,0.221818182,0,0,0.696113074,0.736363636,0.568904594,0.598181818,0.339222615,0.310909091,0.040636042,0.037102473,0.04,0.06360424,0.054770318,0.050909091,0.912556364,0.922946996,0.940545936,0.860465116,0.860465116,1.032258065,1.032258065,0.951219512,0.951219512,0.918918919,0.918918919,0.944444444,0.944444444,0.645833333,1,0.972972973,0.972972973,1.1,1.1,0.977272727,0.977272727,0.955555556,0.955555556,1,1,1,1,1.03030303,1.03030303,0.951219512,0.951219512,1.048780488,1.048780488,0.94,0.94,0.953488372,0.953488372,0.976744186,0.976744186,0.018934564,0.000604027,0.022105705,0.000721477,0.101434564,0.001996644,0.933098592,0.957597173,0.952212389,0.817145086,0.040326971,0.010142982,0.356682755,0.489693715,0.510306285,0.070093628,0.066029177,0.062282262,0.0793838,0.096013572,0.133990782,0.109658514,0.130697489,0.113360067,0.071654086,0.048319785,0.018516838,0.124896648,0.156575559,0.199924405,0.271763011,0.02997803,0.089863221,0.091043783,0.59180606,0.317150158
48133,866,67902,839,814,42.22631579,40.43684211,43.85789474,7465,2.364210526,4907,2.935263158,10258,18360,0.75,0.75,0.75,0.75,0.75,0.75,0.102334152,0.100870083,0.0973903,0.19544226,0.190941597,0.179642032,0.58968059,0.531585221,0.570438799,0.00982801,0.187960688,0.007371007,0.769041769,0.587223587,0.276412776,0.008343266,0.011547344,0.184743743,0.181293303,0.017878427,0.020785219,0.760429082,0.760969977,0.562574493,0.577367206,0.301549464,0.296766744,0.054054054,0.046483909,0.041570439,0.082309582,0.089392133,0.084295612,0.940590069,0.924829559,0.935200246,0.965517241,0.965517241,0.909090909,0.909090909,1.03030303,1.03030303,0.897058824,0.897058824,1,1,0.967213115,0.967213115,1.018867925,1.018867925,0.98,0.98,1,1,0.981818182,0.981818182,0.925373134,0.925373134,0.915254237,0.915254237,0.921875,0.921875,0.96,0.94,1,1,1,1,0.844827586,0.844827586,1.016129032,1.016129032,0.009313725,0.000217865,0.01416122,0.00043573,0.058224401,0.001797386,0.918343195,0.951190476,0.985489722,0.89850939,0.018027229,0.003336383,0.143841145,0.488134316,0.511865684,0.059947264,0.061292579,0.062691707,0.083517193,0.056933757,0.103643115,0.096270785,0.143518269,0.133670559,0.106764247,0.065382339,0.026368186,0.128198259,0.170797053,0.187139987,0.317079705,0.025318151,0.073141326,0.272275297,0.538311562,0.189413141
