CARES ESSER I 20 NORM,CRRSA ESSER II 21 NORM,ARP ESSER III 21 NORM,District #,County #,Label Math 2019-2022,Label Reading 2019-2022,Label Overall 2019-2022,AVG_Math_2022,AVG_Reading_2022,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,11-City: Large,12-City: Mid-size,13-City: Small,21-Suburb: Large,22-Suburb: Mid-size,23-Suburb: Small,31-Town: Fringe,32-Town: Distant,33-Town: Remote,41-Rural: Fringe,42-Rural: Distant,43-Rural: Remote,% ADA 2018-2019,% ADA 2020-2021,% ADA 2021-2022,% Asian or Asian/Pacific Islander Students 2018-2019,% Asian or Asian/Pacific Islander Students 2020-2021,% Asian or Asian/Pacific Islander Students 2021-2022,% Black or African American Students 2018-2019,% Black or African American Students 2020-2021,% Black or African American Students 2021-2022,% Free or Reduced Lunch 2018-2019,% Free or Reduced Lunch 2020-2021,% Free or Reduced Lunch 2021-2022,% Grades 1-8 2018-2019,% Grades 1-8 2020-2021,% Grades 1-8 2021-2022,% Grades 9-12 2018-2019,% Grades 9-12 2020-2021,% Grades 9-12 2021-2022,% Hispanic Students 2018-2019,% Hispanic Students 2020-2021,% Hispanic Students 2021-2022,% K 2018-2019,% K 2020-2021,% K 2021-2022,% Prek 2018-2019,% Prek 2020-2021,% Prek 2021-2022,% School-wide Title I 2018-2019,% School-wide Title I 2020-2021,% School-wide Title I 2021-2022,% Students Tested Math - Grade 3 2018-2019,% Students Tested Math - Grade 3 2020-2021,% Students Tested Math - Grade 3 2021-2022,% Students Tested Math - Grade 4 2018-2019,% Students Tested Math - Grade 4 2020-2021,% Students Tested Math - Grade 4 2021-2022,% Students Tested Math - Grade 5 2018-2019,% Students Tested Math - Grade 5 2020-2021,% Students Tested Math - Grade 5 2021-2022,% Students Tested Math - Grade 6 2018-2019,% Students Tested Math - Grade 6 2020-2021,% Students Tested Math - Grade 6 2021-2022,% Students Tested Math - Grade 7 2018-2019,% Students Tested Math - Grade 7 2020-2021,% Students Tested Math - Grade 7 2021-2022,% Students Tested Math - Grade 8 2018-2019,% Students Tested Math - Grade 8 2020-2021,% Students Tested Math - Grade 8 2021-2022,% Students Tested Reading - Grade 3 2018-2019,% Students Tested Reading - Grade 3 2020-2021,% Students Tested Reading - Grade 3 2021-2022,% Students Tested Reading - Grade 4 2018-2019,% Students Tested Reading - Grade 4 2020-2021,% Students Tested Reading - Grade 4 2021-2022,% Students Tested Reading - Grade 5 2018-2019,% Students Tested Reading - Grade 5 2020-2021,% Students Tested Reading - Grade 5 2021-2022,% Students Tested Reading - Grade 6 2018-2019,% Students Tested Reading - Grade 6 2020-2021,% Students Tested Reading - Grade 6 2021-2022,% Students Tested Reading - Grade 7 2018-2019,% Students Tested Reading - Grade 7 2020-2021,% Students Tested Reading - Grade 7 2021-2022,% Students Tested Reading - Grade 8 2018-2019,% Students Tested Reading - Grade 8 2020-2021,% Students Tested Reading - Grade 8 2021-2022,% Title I Eligible School 2018-2019,% Title I Eligible School 2020-2021,% Title I Eligible School 2021-2022,% White Students 2018-2019,% White Students 2020-2021,% White Students 2021-2022,Total Staff 2018-2019,Total Staff 2020-2021,Total Staff 2021-2022,Total Students 2018-2019,Total Students 2020-2021,Total Students 2021-2022,Total Teachers 2018-2019,Total Teachers 2020-2021,Total Teachers 2021-2022,Per Capita Income,Median Household Income,% of Population in Poverty,% of Population Under 18 in Poverty,Low Average Annual Pay (Less than $45000),Mid Average Annual Pay (Between $45000 & $70000),High Average Annual Pay (More than $70000)
195.6192053,901.1898455,2024.598602,100904,48199,-1,-1,-1,0.826890348,0.877218388,0.871816337,0.912285342,0.819022341,0.892730022,38.90540541,37.24594595,40.23243243,20462,2.621351351,15302,3.063513514,22597,57602,0.023297802,0.000538176,0.025294261,0.000607618,0.076039026,0.001475643,0.112461373,0.002100622,0.199645846,0.003871393,0.232873859,0.004374848,0.245356064,0.004409569,0.784558824,0.87800437,0.862659381,0.906104146,0.05844239,0.005051707,0.043635032,0.493127116,0.506872884,0.06746591,0.071675666,0.075372929,0.069314542,0.057618743,0.121460602,0.128306031,0.151075318,0.122595406,0.077679143,0.043140844,0.014294866,0.097986512,0.114944776,0.261264784,0.319470238,0.03127749,0.077216303,0.094481568,0.727043413,0.178475019,0,0,0,0,0,0,1,0,0,0,0,0,0.927831536,0.950495078,0.921580574,0.002358491,0.00255195,0.002575423,0.17115903,0.172074371,0.178072112,0.593665768,0.625227853,0.630610743,0.60916442,0.610645279,0.601545254,0.273247978,0.285453883,0.280721118,0.079177898,0.083485235,0.086460633,0.076819407,0.068538097,0.071008094,0.040768194,0.035362742,0.046725533,0.5,0.8,0.8,0.935742972,0.994923858,1.037037037,0.957627119,0.938388626,1.020304569,0.968503937,0.966346154,1.01010101,0.917012448,0.951690821,1.053140097,0.95959596,0.331877729,0.648514851,0.761904762,1.393364929,1.013333333,0.935742972,1.010152284,1.032407407,0.949152542,0.947867299,1.025380711,0.964566929,0.966346154,1,0.917012448,0.951690821,1.043478261,0.95959596,0.973799127,0.99009901,0.978835979,1.004739336,0.995555556,0.5,0.8,0.8,0.687668464,0.675173168,0.670345843,0.133520889,0.145111192,0.149039735,2968,2743,2718,0.068258086,0.072005104,0.074326711,49159,69151,10.4,12.9,0,1,0
55.63380282,275.7323944,619.4577465,100908,48199,0,-1,0,0.859606804,0.905906136,0.841730948,0.893476088,0.821610563,0.884392064,38.90540541,37.24594595,40.23243243,20462,2.621351351,15302,3.063513514,22597,57602,0.023297802,0.000538176,0.025294261,0.000607618,0.076039026,0.001475643,0.112461373,0.002100622,0.199645846,0.003871393,0.232873859,0.004374848,0.245356064,0.004409569,0.863198459,0.813909774,0.959923664,0.906104146,0.05844239,0.005051707,0.043635032,0.493127116,0.506872884,0.06746591,0.071675666,0.075372929,0.069314542,0.057618743,0.121460602,0.128306031,0.151075318,0.122595406,0.077679143,0.043140844,0.014294866,0.097986512,0.114944776,0.261264784,0.319470238,0.03127749,0.077216303,0.094481568,0.727043413,0.178475019,0,0,0,0,0,0,0,0,0,0,1,0,0.908216846,0.990186916,0.90822007,0,0,0,0.001792115,0.005607477,0.01056338,0.630824373,0.642990654,0.670774648,0.602150538,0.590654206,0.558098592,0.277777778,0.306542056,0.329225352,0.032258065,0.046728972,0.049295775,0.062724014,0.061682243,0.059859155,0.05734767,0.041121495,0.052816901,0.666666667,0.666666667,0.666666667,1,0.967741935,0.82,0.895833333,1.09375,1,1.022727273,0.897435897,1.078947368,0.93877551,1.075,0.944444444,0.958333333,0.833333333,1,1,0.962264151,1.106382979,1.025641026,0.967741935,0.82,0.895833333,1.0625,1,1.022727273,0.897435897,1.078947368,0.918367347,1.075,0.944444444,0.958333333,0.8125,1,1,0.981132075,1.106382979,0.666666667,0.666666667,0.666666667,0.946236559,0.928971963,0.922535211,0.145304659,0.165869159,0.173380282,558,535,568,0.071792115,0.089925234,0.088908451,49159,69151,10.4,12.9,0,1,0
242.7116564,1035.165644,2325.588957,103901,48205,1,0,1,0.855298074,0.898735186,0.863529997,0.909055031,0.858823382,0.908595811,38.55,37.725,38.175,1771,2.655,1311,3.11,1946,5576,0.023314204,0,0.031025825,0,0.067969871,0.00035868,0.120875179,0.00035868,0.220229555,0.00053802,0.25,0.00053802,0.262374462,0.00053802,0.970760234,0.976190476,0.987421384,0.869679974,0.068954141,0.0047839,0.238865061,0.610359617,0.389640383,0.057571758,0.064830089,0.06647971,0.050808314,0.02804355,0.155889145,0.184922468,0.166281755,0.100296932,0.066149786,0.040415704,0.018310789,0.098814229,0.129305477,0.299830604,0.352907962,0.023715415,0.045736872,0.089928058,0.637718397,0.272353546,0,0,0,0,0,0,0,0,0,0,0,1,0.885527473,0.905029762,0.902981595,0,0,0,0.010989011,0.005952381,0,0.675824176,0.755952381,0.687116564,0.576923077,0.738095238,0.736196319,0.252747253,0.178571429,0.159509202,0.340659341,0.44047619,0.466257669,0.087912088,0.041666667,0.042944785,0.082417582,0.041666667,0.061349693,1,1,1,1.090909091,0.777777778,0.944444444,0.888888889,0.9,0.933333333,0.933333333,0.857142857,0.882352941,1.111111111,1,0.928571429,0.888888889,0.846153846,0.944444444,0.928571429,0.875,0.823529412,1.090909091,0.777777778,0.944444444,0.888888889,0.9,0.933333333,0.933333333,0.857142857,0.882352941,1.111111111,1,0.928571429,0.888888889,0.846153846,0.944444444,0.928571429,0.875,0.823529412,1,1,1,0.620879121,0.547619048,0.521472393,0.178736264,0.188333333,0.211165644,182,168,163,0.106373626,0.107142857,0.122699387,76005,74686,9.5,9.1,0,1,0
83.65517241,368.3836207,827.6077586,103902,48205,1,0,1,0.905485197,0.933891736,0.889810424,0.912552178,0.89057378,0.918359725,38.55,37.725,38.175,1771,2.655,1311,3.11,1946,5576,0.023314204,0,0.031025825,0,0.067969871,0.00035868,0.120875179,0.00035868,0.220229555,0.00053802,0.25,0.00053802,0.262374462,0.00053802,0.98245614,0.991304348,1,0.869679974,0.068954141,0.0047839,0.238865061,0.610359617,0.389640383,0.057571758,0.064830089,0.06647971,0.050808314,0.02804355,0.155889145,0.184922468,0.166281755,0.100296932,0.066149786,0.040415704,0.018310789,0.098814229,0.129305477,0.299830604,0.352907962,0.023715415,0.045736872,0.089928058,0.637718397,0.272353546,0,0,0,0,0,0,0,0,0,0,0,1,0.957928251,0.997978814,0.929025862,0,0,0,0,0,0,0.704035874,0.588983051,0.650862069,0.600896861,0.610169492,0.61637931,0.264573991,0.271186441,0.267241379,0.587443946,0.622881356,0.655172414,0.098654709,0.080508475,0.068965517,0.035874439,0.038135593,0.047413793,1,1,1,1.066666667,1,0.954545455,1.066666667,1,0.882352941,0.954545455,0.95,1,1,1,1,1.058823529,0.875,0.894736842,1,1,1.052631579,1.066666667,1,0.954545455,1,1,0.882352941,0.954545455,0.95,1,1,1,1,1.058823529,0.875,0.894736842,1,1,1.052631579,1,1,1,0.399103139,0.368644068,0.340517241,0.18161435,0.173898305,0.18362069,223,236,232,0.094394619,0.08690678,0.081939655,76005,74686,9.5,9.1,0,1,0
143.4732314,673.3489484,1512.734226,225906,48449,0,0,0,0.889145536,0.926085984,0.888760972,0.927289163,0.871783771,0.924208226,32.71363636,31.77272727,33.82272727,10813,2.986818182,8154,3.510454545,12054,32750,0.044549618,0.000977099,0.049129771,0.001160305,0.099969466,0.002290076,0.130961832,0.00259542,0.239603053,0.003480916,0.278045802,0.003938931,0.302320611,0.004091603,0.807228916,0.854984894,0.905940594,0.675697408,0.095595967,0.007329746,0.395837199,0.494092905,0.505907095,0.090987815,0.083008598,0.082390054,0.079637533,0.067452217,0.12779118,0.129863302,0.122007794,0.101472135,0.064050226,0.036494093,0.014845055,0.098769999,0.117081291,0.292425784,0.268565615,0.034403033,0.099509849,0.102953376,0.620789779,0.276256844,0,0,0,0,0,0,0,0,0,0,1,0,0.929504826,0.924087702,0.925474187,0.008687259,0.012096774,0.010516252,0.026061776,0.017137097,0.022944551,0.475868726,0.421370968,0.440726577,0.553088803,0.584677419,0.56500956,0.347490347,0.331653226,0.325047801,0.379343629,0.384072581,0.38623327,0.068532819,0.05141129,0.067877629,0.030888031,0.032258065,0.04206501,1,1,1,0.961538462,1,1.012195122,1.025316456,1.014925373,0.984848485,1.012048193,1.016129032,1.054054054,0.954022989,1.050632911,0.924242424,0.961538462,1,1.011363636,0.972222222,0.76744186,0.820224719,0.961538462,1,1.012195122,1.025316456,1.014925373,0.984848485,1.012048193,1.016129032,1.054054054,0.954022989,1.050632911,0.954545455,0.961538462,1,1.011363636,0.972222222,0.953488372,1.04494382,1,1,1,0.561776062,0.554435484,0.550669216,0.144797297,0.160564516,0.157772467,1036,992,1046,0.077413127,0.083860887,0.076472275,41207,52973,14.3,21.4,1,0,0
157.5913043,691.1726708,1552.77764,225907,48449,1,0,1,0.862226999,0.908335731,0.858678065,0.901354581,0.857300961,0.906093912,32.71363636,31.77272727,33.82272727,10813,2.986818182,8154,3.510454545,12054,32750,0.044549618,0.000977099,0.049129771,0.001160305,0.099969466,0.002290076,0.130961832,0.00259542,0.239603053,0.003480916,0.278045802,0.003938931,0.302320611,0.004091603,0.88184438,0.932568149,0.965317919,0.675697408,0.095595967,0.007329746,0.395837199,0.494092905,0.505907095,0.090987815,0.083008598,0.082390054,0.079637533,0.067452217,0.12779118,0.129863302,0.122007794,0.101472135,0.064050226,0.036494093,0.014845055,0.098769999,0.117081291,0.292425784,0.268565615,0.034403033,0.099509849,0.102953376,0.620789779,0.276256844,0,0,0,0,0,0,0,0,0,1,0,0,0.95478831,0.94037,0.922561491,0.001579779,0.007142857,0.008695652,0.015797788,0.017142857,0.017391304,0.66192733,0.615714286,0.617391304,0.867298578,0.795714286,0.730434783,,0.062857143,0.135403727,0.505529226,0.534285714,0.513043478,0.102685624,0.102857143,0.083229814,0.030015798,0.038571429,0.050931677,1,0.5,1,1,0.954545455,0.987179487,1.031746032,1,1,1,0.945205479,0.984848485,1.014925373,0.966666667,0.974683544,1.017857143,0.9,0.983870968,0.779411765,0.84057971,0.811594203,0.643678161,0.696969697,0.807692308,0.761904762,0.876923077,0.791044776,0.769230769,0.917808219,0.878787879,1.014925373,0.966666667,0.974683544,1.017857143,0.9,0.983870968,1.029411765,0.956521739,1.014492754,1,0.5,1,0.466034755,0.427142857,0.438509317,0.127993681,0.152442857,0.148360248,633,700,805,0.067014218,0.081157143,0.076496894,41207,52973,14.3,21.4,1,0,0
222.9970811,1114.380035,2503.547772,225902,48449,0,0,0,0.864176402,0.905503814,0.868856862,0.898888455,0.854077459,0.905506495,32.71363636,31.77272727,33.82272727,10813,2.986818182,8154,3.510454545,12054,32750,0.044549618,0.000977099,0.049129771,0.001160305,0.099969466,0.002290076,0.130961832,0.00259542,0.239603053,0.003480916,0.278045802,0.003938931,0.302320611,0.004091603,0.82317532,0.867821503,0.94401693,0.675697408,0.095595967,0.007329746,0.395837199,0.494092905,0.505907095,0.090987815,0.083008598,0.082390054,0.079637533,0.067452217,0.12779118,0.129863302,0.122007794,0.101472135,0.064050226,0.036494093,0.014845055,0.098769999,0.117081291,0.292425784,0.268565615,0.034403033,0.099509849,0.102953376,0.620789779,0.276256844,0,0,0,0,0,0,0,0,1,0,0,0,0.901953652,0.885628911,0.899960109,0.007601038,0.006973238,0.006421483,0.114015573,0.11044101,0.106246351,0.786614757,0.765925368,0.806577155,0.563959956,0.549754994,0.547382759,0.27919911,0.297399171,0.295971979,0.693177605,0.704485488,0.711617046,0.068223953,0.065020731,0.067912045,0.088616982,0.087825104,0.088733217,0.888888889,0.888888889,0.888888889,0.969187675,0.978978979,0.981818182,0.95035461,0.950920245,0.997005988,0.967581047,0.966292135,0.990595611,0.953846154,0.965432099,0.997142857,0.986702128,0.973753281,0.987405542,0.776041667,0.759398496,0.769620253,0.565826331,0.603603604,0.660606061,0.579196217,0.63803681,0.688622754,0.596009975,0.598314607,0.670846395,0.951282051,0.965432099,0.997142857,0.986702128,0.973753281,0.98488665,0.984375,0.94235589,0.972151899,0.888888889,0.888888889,0.888888889,0.164256581,0.157369016,0.157618214,0.159228773,0.15698643,0.163516248,5394,5306,5139,0.074855395,0.076581229,0.078406305,41207,52973,14.3,21.4,1,0,0
392.5642317,1652.460957,3712.390428,7901,48013,1,0,1,0.854684202,0.882909982,0.857320282,0.883124652,0.848700778,0.887433736,36.528,35.504,37.36,15246,2.8876,11543,3.3524,17631,51153,0.02236428,0.000664673,0.025257561,0.000742869,0.085918714,0.002443649,0.119875667,0.003030125,0.241569409,0.004242175,0.283912967,0.004554963,0.298301175,0.004652709,0.767554479,0.849514563,0.952267303,0.849012491,0.007993587,0.003473537,0.618668032,0.492752332,0.507247668,0.074302509,0.079579613,0.084678587,0.0766182,0.057580548,0.113491127,0.12573757,0.139141858,0.121707377,0.072476676,0.040190599,0.014495335,0.102453102,0.104092877,0.266168175,0.285123967,0.040666404,0.095303686,0.135273099,0.655606602,0.209120299,0,0,0,0,0,0,0,0,0,0,1,0,0.911314225,0.925405728,0.932390428,0.002123142,0,0,0,0,0,0.738853503,0.706443914,0.685138539,0.539278132,0.596658711,0.589420655,0.309978769,0.298329356,0.317380353,0.876857749,0.885441527,0.871536524,0.067940552,0.064439141,0.04534005,0.082802548,0.040572792,0.047858942,0.6,0.6,0.6,1.071428571,0.956521739,1.090909091,0.95,0.888888889,1.038461538,1,0.90625,0.913043478,1,0.888888889,1.064516129,1.066666667,0.885714286,0.945945946,0.878787879,1,0.848484848,1.071428571,0.956521739,1.090909091,0.95,0.888888889,1.038461538,1,0.90625,0.913043478,1,0.888888889,1.064516129,1.066666667,0.885714286,0.945945946,0.878787879,1,0.848484848,0.6,0.6,0.6,0.118895966,0.114558473,0.125944584,0.18895966,0.215656325,0.230050378,471,419,397,0.096602972,0.110954654,0.119571788,41599,60594,14.9,22,0,1,0
127.5184713,564.6929936,1268.629299,7902,48013,0,0,0,0.869067138,0.916314507,0.871628791,0.901840689,0.853361114,0.908992708,36.528,35.504,37.36,15246,2.8876,11543,3.3524,17631,51153,0.02236428,0.000664673,0.025257561,0.000742869,0.085918714,0.002443649,0.119875667,0.003030125,0.241569409,0.004242175,0.283912967,0.004554963,0.298301175,0.004652709,0.796653797,0.848911652,0.834541859,0.849012491,0.007993587,0.003473537,0.618668032,0.492752332,0.507247668,0.074302509,0.079579613,0.084678587,0.0766182,0.057580548,0.113491127,0.12573757,0.139141858,0.121707377,0.072476676,0.040190599,0.014495335,0.102453102,0.104092877,0.266168175,0.285123967,0.040666404,0.095303686,0.135273099,0.655606602,0.209120299,0,0,0,0,0,0,0,1,0,0,0,0,0.9328743,0.911991677,0.924373248,0.003111388,0.002560819,0.002547771,0.009334163,0.006402049,0.003821656,0.535780958,0.535211268,0.552229299,0.620410703,0.606274008,0.605732484,0.263845675,0.277848912,0.287261146,0.607342875,0.615236876,0.610828025,0.077784692,0.080665813,0.068789809,0.03795893,0.035211268,0.038216561,0.5,0.5,0.571428571,0.983471074,0.892086331,1.00990099,0.982608696,0.809917355,0.967479675,0.9296875,0.948275862,0.982300885,0.975409836,1,0.992063492,0.939130435,0.951612903,1.038461538,0.983471074,0.926829268,0.682539683,0.983471074,0.899280576,1.00990099,0.982608696,0.809917355,0.967479675,0.921875,0.948275862,0.982300885,0.975409836,1,0.992063492,0.939130435,0.951612903,1.038461538,0.975206612,0.926829268,0.992063492,0.5,0.5,0.571428571,0.367143746,0.361715749,0.370063694,0.130840075,0.145358515,0.146707006,1607,1562,1570,0.072688239,0.077797695,0.074229299,41599,60594,14.9,22,0,1,0
174.5731497,750.5398738,1686.150889,7904,48013,0,0,0,0.825860636,0.874561205,0.844132901,0.876645641,0.820060277,0.878036002,36.528,35.504,37.36,15246,2.8876,11543,3.3524,17631,51153,0.02236428,0.000664673,0.025257561,0.000742869,0.085918714,0.002443649,0.119875667,0.003030125,0.241569409,0.004242175,0.283912967,0.004554963,0.298301175,0.004652709,0.578125,0.674405436,0.812314979,0.849012491,0.007993587,0.003473537,0.618668032,0.492752332,0.507247668,0.074302509,0.079579613,0.084678587,0.0766182,0.057580548,0.113491127,0.12573757,0.139141858,0.121707377,0.072476676,0.040190599,0.014495335,0.102453102,0.104092877,0.266168175,0.285123967,0.040666404,0.095303686,0.135273099,0.655606602,0.209120299,0,0,0,0,0,0,0,0,0,1,0,0,0.915214368,0.873560227,0.909497418,0.001158749,0.001136364,0.002294894,0.006373117,0.005681818,0.005737235,0.738122827,0.666477273,0.736087206,0.593279258,0.609659091,0.582903041,0.269988413,0.273863636,0.281698221,0.801853998,0.820454545,0.823293173,0.077636153,0.065340909,0.069420539,0.059096176,0.051136364,0.065978199,0.666666667,0.666666667,0.666666667,0.983471074,0.984848485,0.979166667,1.053846154,1,1.015625,1,0.909774436,0.98245614,1.028985507,0.935064935,0.977099237,1.032,0.781512605,0.985815603,0.884057971,0.9,0.744,0.983471074,0.984848485,0.958333333,1.053846154,1,1.0234375,0.991935484,0.909774436,0.99122807,1.028985507,0.935064935,0.977099237,1.032,0.949579832,0.978723404,1.043478261,0.92,0.976,0.666666667,0.666666667,0.666666667,0.1801854,0.1625,0.1589214,0.155382387,0.173545455,0.16400459,1726,1760,1743,0.066320973,0.076732955,0.072294894,41599,60594,14.9,22,0,1,0
280.5251182,1050.40987,2359.833924,7905,48013,1,1,1,0.851028969,0.894514229,0.842233231,0.873892133,0.833165911,0.888104936,36.528,35.504,37.36,15246,2.8876,11543,3.3524,17631,51153,0.02236428,0.000664673,0.025257561,0.000742869,0.085918714,0.002443649,0.119875667,0.003030125,0.241569409,0.004242175,0.283912967,0.004554963,0.298301175,0.004652709,0.646680316,0.803087678,0.943401937,0.849012491,0.007993587,0.003473537,0.618668032,0.492752332,0.507247668,0.074302509,0.079579613,0.084678587,0.0766182,0.057580548,0.113491127,0.12573757,0.139141858,0.121707377,0.072476676,0.040190599,0.014495335,0.102453102,0.104092877,0.266168175,0.285123967,0.040666404,0.095303686,0.135273099,0.655606602,0.209120299,0,0,0,0,0,0,0,1,0,0,0,0,0.912306397,0.885435554,0.904854019,0.004489338,0.005528077,0.005023641,0.004208754,0.004946174,0.00679669,0.618967452,0.632528368,0.658392435,0.591189675,0.59179517,0.581560284,0.290965208,0.28658714,0.287234043,0.695286195,0.702938609,0.696217494,0.069304153,0.069828339,0.072990544,0.048540965,0.051789351,0.05821513,0.833333333,0.666666667,0.833333333,0.963562753,0.977777778,1.004255319,0.956375839,0.96969697,0.987124464,0.98467433,0.917695473,1.026315789,0.996598639,0.872791519,0.967213115,0.98,0.848837209,0.944237918,0.888,0.793706294,0.848360656,0.95951417,0.982222222,1.004255319,0.94966443,0.96969697,0.987124464,0.98467433,0.913580247,1.026315789,0.996598639,0.872791519,0.967213115,0.98,0.84496124,0.94795539,0.972,0.877622378,0.959016393,0.833333333,0.666666667,0.833333333,0.281986532,0.274367181,0.27570922,0.136874299,0.15281641,0.15606974,3564,3437,3384,0.064410774,0.072086122,0.071956265,41599,60594,14.9,22,0,1,0
258.1565476,958.3392857,2152.989286,7906,48013,-1,0,0,0.81750999,0.877380226,0.847620244,0.885035169,0.810660111,0.881070119,36.528,35.504,37.36,15246,2.8876,11543,3.3524,17631,51153,0.02236428,0.000664673,0.025257561,0.000742869,0.085918714,0.002443649,0.119875667,0.003030125,0.241569409,0.004242175,0.283912967,0.004554963,0.298301175,0.004652709,0.358490566,0.637554585,0.922924901,0.849012491,0.007993587,0.003473537,0.618668032,0.492752332,0.507247668,0.074302509,0.079579613,0.084678587,0.0766182,0.057580548,0.113491127,0.12573757,0.139141858,0.121707377,0.072476676,0.040190599,0.014495335,0.102453102,0.104092877,0.266168175,0.285123967,0.040666404,0.095303686,0.135273099,0.655606602,0.209120299,0,0,0,0,0,0,0,1,0,0,0,0,0.903236641,0.868835933,0.890333333,0.001761597,0.001247661,0.001190476,0.002935995,0.003742982,0.004166667,0.792131533,0.60761073,0.717261905,0.594832648,0.603243918,0.579761905,0.283617146,0.287585777,0.291666667,0.863182619,0.873986276,0.875595238,0.076335878,0.074235808,0.063690476,0.045214328,0.034934498,0.064880952,0.8,0.8,0.8,0.95620438,0.881818182,1.025,0.953846154,0.859504132,1.027522936,0.975609756,0.848920863,0.976377953,0.976923077,0.836065574,0.96350365,0.96875,0.446280992,0.629032258,0.752,0.9453125,0.896,0.861313869,0.836363636,0.95,0.953846154,0.842975207,1.027522936,0.975609756,0.848920863,0.968503937,0.976923077,0.844262295,0.97080292,0.96875,0.900826446,1.008064516,1.016,0.828125,0.976,0.8,0.8,0.8,0.126834997,0.1172801,0.114880952,0.144685849,0.154142233,0.153494048,1703,1603,1680,0.069583089,0.075839052,0.0745,41599,60594,14.9,22,0,1,0
532.953125,2025.15625,4549.679688,206903,48411,-1,-1,-1,0.837322657,0.926773351,0.870032638,0.921243554,0.695696376,0.763972063,40.34,38.02,45.48,2257,2.456,1563,2.94,3177,6055,0.01073493,0,0.019488026,0.000660611,0.090999174,0.00297275,0.130966144,0.003798514,0.195706028,0.005119736,0.217175888,0.005780347,0.223781998,0.006110652,0.984732824,0.86259542,1,0.842603164,0.033273528,0.002120372,0.279725983,0.549013212,0.450986788,0.057739357,0.051867558,0.059044202,0.06458979,0.076007177,0.135377589,0.099983689,0.122166041,0.141249388,0.099331267,0.062632523,0.030011417,0.129818343,0.143996455,0.198493576,0.345148427,0.029242357,0.058484714,0.289581366,0.539502675,0.170915958,0,0,0,0,0,0,0,0,0,0,0,1,0.939429825,0.941083969,0.948484375,0,0.007633588,0,0.035087719,0.045801527,0.03125,0.535087719,0.580152672,0.5234375,0.578947368,0.549618321,0.609375,0.342105263,0.358778626,0.3671875,0.210526316,0.175572519,0.21875,0.070175439,0.083969466,0.015625,0.00877193,0.007633588,0.0078125,1,1,1,1,0.8,1,0.857142857,1,1.4,0.857142857,0.833333333,0.923076923,0.666666667,1.111111111,1.090909091,0.923076923,1.285714286,0.916666667,1.222222222,1.142857143,1,1,0.8,1,0.857142857,1,1.4,0.857142857,0.833333333,0.923076923,0.666666667,1.111111111,1.090909091,0.923076923,1.285714286,0.916666667,1.222222222,1.142857143,1,1,1,1,0.728070175,0.748091603,0.703125,0.254473684,0.218396947,0.2234375,114,131,128,0.158859649,0.135572519,0.136171875,40340,48349,17.4,26.1,1,0,0
