CARES ESSER I 20 NORM,CRRSA ESSER II 21 NORM,ARP ESSER III 21 NORM,District #,County #,Label Math 2019-2022,Label Reading 2019-2022,Label Overall 2019-2022,AVG_Math_2022,AVG_Reading_2022,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,11-City: Large,12-City: Mid-size,13-City: Small,21-Suburb: Large,22-Suburb: Mid-size,23-Suburb: Small,31-Town: Fringe,32-Town: Distant,33-Town: Remote,41-Rural: Fringe,42-Rural: Distant,43-Rural: Remote,% ADA 2018-2019,% ADA 2020-2021,% ADA 2021-2022,% Asian or Asian/Pacific Islander Students 2018-2019,% Asian or Asian/Pacific Islander Students 2020-2021,% Asian or Asian/Pacific Islander Students 2021-2022,% Black or African American Students 2018-2019,% Black or African American Students 2020-2021,% Black or African American Students 2021-2022,% Free or Reduced Lunch 2018-2019,% Free or Reduced Lunch 2020-2021,% Free or Reduced Lunch 2021-2022,% Grades 1-8 2018-2019,% Grades 1-8 2020-2021,% Grades 1-8 2021-2022,% Grades 9-12 2018-2019,% Grades 9-12 2020-2021,% Grades 9-12 2021-2022,% Hispanic Students 2018-2019,% Hispanic Students 2020-2021,% Hispanic Students 2021-2022,% K 2018-2019,% K 2020-2021,% K 2021-2022,% Prek 2018-2019,% Prek 2020-2021,% Prek 2021-2022,% School-wide Title I 2018-2019,% School-wide Title I 2020-2021,% School-wide Title I 2021-2022,% Students Tested Math - Grade 3 2018-2019,% Students Tested Math - Grade 3 2020-2021,% Students Tested Math - Grade 3 2021-2022,% Students Tested Math - Grade 4 2018-2019,% Students Tested Math - Grade 4 2020-2021,% Students Tested Math - Grade 4 2021-2022,% Students Tested Math - Grade 5 2018-2019,% Students Tested Math - Grade 5 2020-2021,% Students Tested Math - Grade 5 2021-2022,% Students Tested Math - Grade 6 2018-2019,% Students Tested Math - Grade 6 2020-2021,% Students Tested Math - Grade 6 2021-2022,% Students Tested Math - Grade 7 2018-2019,% Students Tested Math - Grade 7 2020-2021,% Students Tested Math - Grade 7 2021-2022,% Students Tested Math - Grade 8 2018-2019,% Students Tested Math - Grade 8 2020-2021,% Students Tested Math - Grade 8 2021-2022,% Students Tested Reading - Grade 3 2018-2019,% Students Tested Reading - Grade 3 2020-2021,% Students Tested Reading - Grade 3 2021-2022,% Students Tested Reading - Grade 4 2018-2019,% Students Tested Reading - Grade 4 2020-2021,% Students Tested Reading - Grade 4 2021-2022,% Students Tested Reading - Grade 5 2018-2019,% Students Tested Reading - Grade 5 2020-2021,% Students Tested Reading - Grade 5 2021-2022,% Students Tested Reading - Grade 6 2018-2019,% Students Tested Reading - Grade 6 2020-2021,% Students Tested Reading - Grade 6 2021-2022,% Students Tested Reading - Grade 7 2018-2019,% Students Tested Reading - Grade 7 2020-2021,% Students Tested Reading - Grade 7 2021-2022,% Students Tested Reading - Grade 8 2018-2019,% Students Tested Reading - Grade 8 2020-2021,% Students Tested Reading - Grade 8 2021-2022,% Title I Eligible School 2018-2019,% Title I Eligible School 2020-2021,% Title I Eligible School 2021-2022,% White Students 2018-2019,% White Students 2020-2021,% White Students 2021-2022,Total Staff 2018-2019,Total Staff 2020-2021,Total Staff 2021-2022,Total Students 2018-2019,Total Students 2020-2021,Total Students 2021-2022,Total Teachers 2018-2019,Total Teachers 2020-2021,Total Teachers 2021-2022,Per Capita Income,Median Household Income,% of Population in Poverty,% of Population Under 18 in Poverty,Low Average Annual Pay (Less than $45000),Mid Average Annual Pay (Between $45000 & $70000),High Average Annual Pay (More than $70000)
376.7219512,1756.741463,3946.668293,228905,48455,0,0,0,0.84944673,0.903372629,0.852457008,0.891766553,0.817950547,0.894890955,46.42142857,45.55714286,47.25,6142,2.371428571,4061,2.907142857,8713,14651,0.013377926,0.000477783,0.014196983,0.000546038,0.038905194,0.001433349,0.062930858,0.002252406,0.159374787,0.004573067,0.19841649,0.004982595,0.211453143,0.005119104,0.964102564,1,0.024509804,0.843469318,0.094480631,0.002879671,0.076585533,0.486801508,0.513198492,0.056016455,0.054096675,0.061981488,0.058690435,0.044429208,0.091189578,0.103942407,0.146657525,0.158656154,0.130065135,0.075694206,0.018580734,0.136600456,0.150113969,0.155975252,0.336372517,0.026050147,0.074568544,0.295076323,0.555950878,0.148972799,0,0,0,0,0,0,0,0,0,0,1,0,0.872143564,0.897825243,0.906468293,0,0.004854369,0.009756098,0.034653465,0.063106796,0.043902439,0.603960396,0.597087379,0.595121951,0.584158416,0.611650485,0.619512195,0.262376238,0.233009709,0.23902439,0.079207921,0.077669903,0.07804878,0.089108911,0.077669903,0.082926829,0.064356436,0.077669903,0.058536585,1,1,1,1,0.933333333,0.888888889,0.785714286,0.857142857,1.076923077,0.952380952,1,0.888888889,0.75,1,1.076923077,1,0.944444444,0.9375,1,0.7,0.631578947,1,0.933333333,0.888888889,0.785714286,0.857142857,1.076923077,0.904761905,1,0.888888889,0.75,1,1.076923077,1.071428571,0.944444444,0.9375,1,0.9,1.105263158,1,1,1,0.876237624,0.839805825,0.858536585,0.176237624,0.18868932,0.182829268,202,206,205,0.091188119,0.093058252,0.074390244,39206,47685,16.8,26.5,1,0,0
208.4202899,1100.202899,2471.702899,228904,48455,1,1,1,0.726461361,0.775847149,0.851349076,0.907851797,0.858630603,0.92163672,46.42142857,45.55714286,47.25,6142,2.371428571,4061,2.907142857,8713,14651,0.013377926,0.000477783,0.014196983,0.000546038,0.038905194,0.001433349,0.062930858,0.002252406,0.159374787,0.004573067,0.19841649,0.004982595,0.211453143,0.005119104,0.947761194,0.978417266,0.485714286,0.843469318,0.094480631,0.002879671,0.076585533,0.486801508,0.513198492,0.056016455,0.054096675,0.061981488,0.058690435,0.044429208,0.091189578,0.103942407,0.146657525,0.158656154,0.130065135,0.075694206,0.018580734,0.136600456,0.150113969,0.155975252,0.336372517,0.026050147,0.074568544,0.295076323,0.555950878,0.148972799,0,0,0,0,0,0,0,0,0,0,0,1,0.929703704,1,0.875644928,0,0,0,0,0,0,0.592592593,0.647482014,0.565217391,0.614814815,0.575539568,0.550724638,0.244444444,0.323741007,0.347826087,0.066666667,0.043165468,0.028985507,0.066666667,0.079136691,0.028985507,0.074074074,0.021582734,0.072463768,1,1,1,1.0625,0.909090909,0.571428571,1.111111111,1,1.142857143,1.222222222,1,1.083333333,1.181818182,1,1,1.125,1,0.857142857,1.111111111,1,0.9,1.0625,0.909090909,0.571428571,1.111111111,1,1.142857143,1.222222222,1,1.083333333,1.181818182,1,1,1.125,1,0.857142857,1.111111111,1,0.9,1,1,1,0.933333333,0.956834532,0.971014493,0.220740741,0.226402878,0.235072464,135,139,138,0.125925926,0.122302158,0.123188406,39206,47685,16.8,26.5,1,0,0
320.3733154,1309.688679,2942.326146,228901,48455,0,0,0,0.873004403,0.918437988,0.866863603,0.9052019,0.848375049,0.909228955,46.42142857,45.55714286,47.25,6142,2.371428571,4061,2.907142857,8713,14651,0.013377926,0.000477783,0.014196983,0.000546038,0.038905194,0.001433349,0.062930858,0.002252406,0.159374787,0.004573067,0.19841649,0.004982595,0.211453143,0.005119104,0.968085106,0.980716253,0.905013193,0.843469318,0.094480631,0.002879671,0.076585533,0.486801508,0.513198492,0.056016455,0.054096675,0.061981488,0.058690435,0.044429208,0.091189578,0.103942407,0.146657525,0.158656154,0.130065135,0.075694206,0.018580734,0.136600456,0.150113969,0.155975252,0.336372517,0.026050147,0.074568544,0.295076323,0.555950878,0.148972799,0,0,0,0,0,0,0,0,0,0,0,1,0.941876861,0.915034121,0.940136119,0.00811908,0.00656168,0.006738544,0.064952639,0.053805774,0.053908356,0.635994587,0.662729659,0.590296496,0.603518268,0.569553806,0.586253369,0.284167794,0.313648294,0.301886792,0.140730717,0.143044619,0.156334232,0.063599459,0.059055118,0.068733154,0.048714479,0.057742782,0.043126685,1,1,1,1,1,0.96,1.0625,0.982758621,0.960784314,0.961538462,1.046875,0.968253968,0.982758621,0.947368421,1.014084507,1.017241379,0.981132075,0.947368421,0.666666667,0.7,0.578947368,1,1,0.96,1.0625,0.965517241,0.960784314,0.961538462,1.046875,0.968253968,0.982758621,0.947368421,1.014084507,1.017241379,0.981132075,0.947368421,0.968253968,1.016666667,0.929824561,1,1,1,0.753721245,0.761154856,0.747978437,0.180514208,0.185590551,0.180107817,739,762,742,0.086441137,0.087073491,0.08416442,39206,47685,16.8,26.5,1,0,0
299.0655738,1272.416739,2858.591027,228903,48455,0,1,1,0.831745068,0.876070411,0.836410395,0.861481784,0.818113522,0.876454734,46.42142857,45.55714286,47.25,6142,2.371428571,4061,2.907142857,8713,14651,0.013377926,0.000477783,0.014196983,0.000546038,0.038905194,0.001433349,0.062930858,0.002252406,0.159374787,0.004573067,0.19841649,0.004982595,0.211453143,0.005119104,0.724978974,0.93362069,0.992007105,0.843469318,0.094480631,0.002879671,0.076585533,0.486801508,0.513198492,0.056016455,0.054096675,0.061981488,0.058690435,0.044429208,0.091189578,0.103942407,0.146657525,0.158656154,0.130065135,0.075694206,0.018580734,0.136600456,0.150113969,0.155975252,0.336372517,0.026050147,0.074568544,0.295076323,0.555950878,0.148972799,0,0,0,0,0,0,0,0,0,1,0,0,0.91277862,0.911640827,0.907617774,0.002525253,0.004306632,0.004314064,0.164983165,0.145564169,0.140638481,0.775252525,0.838070629,0.879206212,0.601851852,0.577950043,0.573770492,0.293771044,0.313522825,0.306298533,0.240740741,0.263565891,0.267471959,0.045454545,0.060292851,0.070750647,0.058922559,0.048234281,0.049180328,1,1,1,1.021978022,0.967741935,0.984126984,0.986666667,0.93877551,1.014925373,0.94047619,0.968421053,0.95,0.927835052,0.94047619,0.916666667,0.990654206,0.936708861,0.941176471,0.784946237,0.833333333,0.716049383,1.021978022,0.967741935,0.984126984,0.986666667,0.93877551,1.014925373,0.94047619,0.968421053,0.95,0.927835052,0.94047619,0.916666667,0.990654206,0.936708861,0.941176471,0.989247312,0.979166667,0.975308642,1,1,1,0.542929293,0.533161068,0.528904228,0.149545455,0.159888028,0.159378775,1188,1161,1159,0.077946128,0.082489233,0.083554789,39206,47685,16.8,26.5,1,0,0
271.7797005,1242.570715,2791.539101,4901,48007,-1,0,0,0.837498916,0.884779855,0.854610865,0.886087842,0.81852192,0.889492848,49,48.4,49.54444444,9795,2.302777778,6536,2.783333333,15355,23510,0.013738835,0.000765632,0.014929817,0.000765632,0.041641855,0.001403658,0.060697575,0.001829009,0.151637601,0.003019991,0.204381114,0.003785623,0.2233943,0.003998299,0.583166333,0.755149502,0.836065574,0.873607393,0.013084031,0.019647638,0.245703429,0.495940928,0.504059072,0.05138613,0.050177045,0.055445203,0.059720183,0.044563434,0.085154158,0.100397271,0.145651611,0.16560152,0.14509025,0.076215563,0.020597634,0.135375191,0.142725881,0.150587034,0.374578867,0.026748341,0.064216437,0.362097037,0.477108434,0.160794529,0,0,0,0,0,0,0,1,0,0,0,0,0.933668788,0.890750498,0.916555408,0.021915871,0.020598007,0.019633943,0.009544008,0.017940199,0.012978369,0.671615412,0.680066445,0.668552413,0.607635207,0.596345515,0.585357737,0.303287381,0.305980066,0.309484193,0.425945564,0.443853821,0.44093178,0.060091905,0.05282392,0.060565724,0.028985507,0.044850498,0.044592346,1,1,1,0.99086758,0.957746479,0.940298507,1.020833333,0.938967136,0.97260274,0.979079498,0.927710843,0.9543379,0.938388626,0.936073059,0.957364341,0.972727273,0.910852713,0.936936937,0.861751152,0.801724138,0.9218107,0.99086758,0.957746479,0.955223881,1.015625,0.938967136,0.97716895,0.979079498,0.927710843,0.95890411,0.938388626,0.931506849,0.957364341,0.981818182,0.910852713,0.932432432,0.98156682,0.879310345,0.987654321,1,1,1,0.50795334,0.48372093,0.495507488,0.165263344,0.150438538,0.147687188,2829,3010,3005,0.075973842,0.072245847,0.069001664,54374,51461,17.1,30.8,1,0,0
319.5238663,1286.690931,2890.658115,205901,48409,0,0,0,0.823792373,0.891199576,0.850189179,0.892395304,0.819325898,0.89366571,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.556720099,0.772090189,0.927419355,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,0,0,0,1,0,0,0,0,0,0.912134319,0.901358055,0.908856802,0.007069409,0.005471125,0.005369928,0.021208226,0.023708207,0.022076372,0.791773779,0.768389058,0.777446301,0.577120823,0.572036474,0.596062053,0.301413882,0.306990881,0.284009547,0.630462725,0.624316109,0.63424821,0.075192802,0.076595745,0.082338902,0.046272494,0.0443769,0.037589499,0.833333333,0.8,0.8,0.885245902,1.026785714,0.975,0.972727273,0.973684211,0.966666667,1.008196721,0.916666667,0.984,1.071428571,0.933333333,0.885245902,0.981818182,0.968,1.052173913,0.766129032,0.770642202,0.801526718,0.885245902,1.026785714,0.975,0.963636364,0.973684211,0.975,1.008196721,0.916666667,0.984,1.071428571,0.933333333,0.885245902,1,0.968,1.052173913,0.983870968,0.917431193,0.923664122,0.833333333,0.8,0.8,0.314910026,0.321580547,0.317422434,0.169299486,0.156297872,0.165835322,1556,1645,1676,0.072982005,0.066808511,0.06825179,48391,56944,14.8,21.6,0,1,0
115.1554054,479.6072635,1077.477618,205902,48409,0,-1,0,0.86846486,0.911212115,0.889385501,0.915239329,0.855756733,0.905364832,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.397444089,0.618077658,0.798208191,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,1,0,0,0,0,0,0,0,0,0.928569227,0.921819703,0.924811444,0.017975605,0.021822034,0.01879223,0.015835652,0.014194915,0.01245777,0.461159854,0.535169492,0.577280405,0.613310507,0.608262712,0.609797297,0.28910764,0.295550847,0.287584459,0.573079392,0.578813559,0.595228041,0.071688423,0.071186441,0.070734797,0.02589343,0.025,0.031883446,1,0.833333333,0.833333333,0.967455621,0.944598338,1.008356546,0.989556136,0.964391691,1.024930748,0.981770833,0.917888563,0.975975976,0.973529412,0.896551724,1.017699115,0.98630137,0.854591837,0.743209877,0.757062147,0.618233618,0.982323232,0.964497041,0.936288089,1.011142061,0.98694517,0.958456973,1.022160665,0.979166667,0.91202346,0.975975976,0.973529412,0.901477833,1.017699115,0.983561644,0.834183673,0.987654321,0.968926554,0.806267806,0.994949495,1,0.833333333,0.833333333,0.368927884,0.359533898,0.347972973,0.136118125,0.133963983,0.147185389,4673,4720,4736,0.068133961,0.068978814,0.072299409,48391,56944,14.8,21.6,0,1,0
158.966,735.7065,1652.8265,205903,48409,0,0,0,0.874203333,0.914669201,0.870646482,0.903134866,0.850272796,0.901696831,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.556207234,0.742014742,0.970126582,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,0,0,0,1,0,0,0,0,0,0.918750348,0.959884503,0.924866,0.00974478,0.005360624,0.0055,0.013921114,0.015107212,0.0105,0.6774942,0.73294347,0.755,0.603712297,0.606725146,0.5765,0.282598608,0.308479532,0.314,0.546171694,0.547270955,0.515,0.063109049,0.053118908,0.0655,0.050580046,0.031676413,0.044,1,1,1,0.928104575,0.957446809,0.97080292,0.951807229,0.959459459,0.992307692,0.976878613,0.979865772,1.007042254,0.993670886,0.979865772,0.973333333,0.903614458,0.933333333,0.954248366,0.989304813,0.855345912,0.957055215,0.928104575,0.957446809,0.97080292,0.951807229,0.959459459,0.992307692,0.988439306,0.979865772,1.007042254,0.993670886,0.979865772,0.973333333,0.963855422,0.938888889,0.954248366,1.010695187,0.93081761,0.981595092,1,1,1,0.400928074,0.403021442,0.4425,0.111573086,0.156130604,0.155835,2155,2052,2000,0.064422274,0.067616959,0.067415,48391,56944,14.8,21.6,0,1,0
535.963964,2305.108801,5178.619543,205904,48409,-1,0,0,0.855548377,0.907831769,0.867224313,0.904061484,0.828626513,0.908071128,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.569262578,0.707926829,0.968922652,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,0,0,0,0,1,0,0,0,0,0.902845728,0.897053856,0.925003465,0.003687769,0.002659574,0.001386001,0.007990166,0.005984043,0.007623008,0.840196681,0.853058511,0.817740818,0.620159803,0.591090426,0.585585586,0.271051014,0.29587766,0.297990298,0.884449908,0.879654255,0.877338877,0.063306699,0.065824468,0.072765073,0.045482483,0.047207447,0.043659044,1,1,1,0.950819672,0.957627119,0.989583333,0.990566038,1,1.017094017,0.938461538,0.955752212,0.991869919,0.942446043,0.950980392,0.990654206,0.9140625,0.900826446,0.99009901,0.984,0.830645161,0.864864865,0.950819672,0.957627119,0.989583333,0.990566038,1,1.017094017,0.930769231,0.955752212,0.991869919,0.942446043,0.950980392,0.990654206,0.9140625,0.900826446,0.99009901,0.968,0.927419355,0.936936937,1,1,1,0.09649662,0.104388298,0.107415107,0.164609711,0.167652926,0.177623008,1627,1504,1443,0.071604179,0.071003989,0.083076923,48391,56944,14.8,21.6,0,1,0
333.9451728,1581.110846,3552.097735,205905,48409,-1,-1,-1,0.828522337,0.882591817,0.861737292,0.911764466,0.822501147,0.89878954,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.584795322,0.806603774,1,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,0,0,0,1,0,0,0,0,0,0.914225414,0.88091844,0.924081049,0,0.001182033,0.001191895,0.007734807,0.007092199,0.005959476,0.620994475,0.673758865,0.68772348,0.571270718,0.563829787,0.557806913,0.313812155,0.320330969,0.337306317,0.861878453,0.842789598,0.84624553,0.075138122,0.073286052,0.066746126,0.039779006,0.042553191,0.038140644,1,1,1,0.982142857,0.927272727,1.054545455,0.964912281,0.93220339,1.052631579,0.983870968,0.94,0.965517241,0.957746479,1.018867925,0.960784314,0.859375,0.96969697,1.018867925,0.743902439,0.676056338,0.757142857,0.982142857,0.927272727,1.054545455,0.964912281,0.93220339,1.052631579,0.983870968,0.94,0.965517241,0.957746479,1.018867925,0.960784314,0.859375,0.96969697,1.018867925,0.914634146,0.943661972,0.914285714,1,1,1,0.123756906,0.140661939,0.135876043,0.164298343,0.186654846,0.193599523,905,846,839,0.071458564,0.087009456,0.082812872,48391,56944,14.8,21.6,0,1,0
205.5176991,1130.728614,2540.275811,205906,48409,0,0,0,0.852164111,0.899782814,0.856717442,0.891241138,0.820587183,0.89002431,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.384357006,0.615602837,0.688011555,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,0,0,0,0,1,0,0,0,0,0.906382422,0.919018804,0.898578663,0.00514259,0.005303761,0.004424779,0.012155213,0.010607522,0.012291052,0.683964469,0.682738669,0.694198623,0.577372604,0.578109932,0.564405113,0.281907433,0.300385728,0.310226155,0.827489481,0.819189971,0.813176008,0.070126227,0.074252652,0.070304818,0.070593735,0.047251688,0.055063913,0.8,0.8,0.8,0.915492958,0.887218045,0.986666667,1,0.893939394,0.944,0.946107784,0.936507937,0.992063492,1,0.957055215,0.959677419,0.691428571,0.603658537,0.69047619,1.099415205,1.044585987,0.896103896,0.915492958,0.902255639,0.986666667,1,0.893939394,0.944,0.934131737,0.944444444,0.992063492,1,0.963190184,0.975806452,1,0.932926829,0.922619048,0.970760234,0.955414013,0.922077922,0.8,0.8,0.8,0.148667602,0.157666345,0.162241888,0.144403927,0.154146577,0.165860374,2139,2074,2034,0.068256194,0.069431051,0.077581121,48391,56944,14.8,21.6,0,1,0
360.9515766,1447.466216,3251.852477,205907,48409,0,1,0,0.835107531,0.875143568,0.832076672,0.85762458,0.809312782,0.873481356,36.74222222,35.60444444,37.82666667,22637,2.839333333,16939,3.296666667,26521,66730,0.021969129,0.001183875,0.02355762,0.001228833,0.054817923,0.001903192,0.07173685,0.002322793,0.149827664,0.004720516,0.187486887,0.005110145,0.195054698,0.005260003,0.18336887,0.661341853,0.244897959,0.858897599,0.016526758,0.008286526,0.543917042,0.496311956,0.503688044,0.073436825,0.079115487,0.078899451,0.079115487,0.058607493,0.118650083,0.123510894,0.141580767,0.1180637,0.072572681,0.042914018,0.013533115,0.100940937,0.109422627,0.25794054,0.281618589,0.040022971,0.100189954,0.146449983,0.586704875,0.266845142,0,0,0,0,0,0,1,0,0,0,0,0,0.895260745,0.891329787,0.886582207,0,0,0,0.005730659,0.004255319,0.009009009,0.935052531,0.856382979,0.898648649,0.609360076,0.59893617,0.57545045,0.264565425,0.296808511,0.320945946,0.895893028,0.889361702,0.88963964,0.066857689,0.065957447,0.07545045,0.05921681,0.038297872,0.028153153,1,1,1,1,0.85,0.949152542,0.952380952,0.878787879,0.954545455,0.915492958,0.946666667,0.964912281,0.905405405,0.906666667,1.054054054,0.965517241,0.927536232,0.888888889,0.774647887,0.808219178,0.619047619,1,0.85,0.949152542,0.94047619,0.878787879,0.954545455,0.915492958,0.946666667,0.964912281,0.905405405,0.893333333,1.054054054,0.965517241,0.942028986,0.875,0.943661972,1.01369863,0.841269841,1,1,1,0.091690544,0.09787234,0.088963964,0.189016237,0.189138298,0.191137387,1047,940,888,0.085950334,0.088829787,0.08,48391,56944,14.8,21.6,0,1,0
145.8208661,688.6830709,1547.183071,5901,48009,0,0,0,0.926951179,0.943716622,0.911176955,0.946759867,0.897369335,0.948244597,42.68888889,41.86666667,43.41111111,3538,2.52,2597,2.986666667,4107,8553,0.01017187,0.000116918,0.018823805,0.000116918,0.08710394,0.001286098,0.095989711,0.001403016,0.231030048,0.002806033,0.278498772,0.003273705,0.294984216,0.003390623,0.931640625,0.972111554,0.982071713,0.939253369,0.004417937,0.001988072,0.074552684,0.503976143,0.496023857,0.052131655,0.064612326,0.078087033,0.074331787,0.047934615,0.092445328,0.121382814,0.178484648,0.13077093,0.092776673,0.053346587,0.013695604,0.118428491,0.115602035,0.248445449,0.363199548,0.022611645,0.049180328,0.138543949,0.706111517,0.155344534,0,0,0,0,0,0,0,0,0,0,1,0,0.895037624,0.915659363,0.887938976,0.005940594,0,0,0.007920792,0.009960159,0.011811024,0.534653465,0.466135458,0.411417323,0.546534653,0.547808765,0.517716535,0.314851485,0.316733068,0.316929134,0.136633663,0.141434263,0.135826772,0.069306931,0.075697211,0.078740157,0.069306931,0.059760956,0.086614173,0.5,1,1,0.931034483,0.962962963,1.028571429,1.028571429,0.966666667,1.103448276,0.942857143,1,1,1,0.918918919,1.037037037,1.028571429,0.972222222,0.896551724,0.945945946,1.022727273,0.923076923,0.931034483,0.962962963,1.028571429,1.028571429,0.966666667,1.103448276,0.942857143,1,1,1,0.918918919,1.037037037,1.028571429,0.972222222,0.896551724,0.945945946,1.022727273,0.923076923,0.5,1,1,0.813861386,0.804780876,0.816929134,0.174613861,0.185298805,0.187066929,505,502,508,0.088990099,0.095318725,0.097637795,55290,69566,6.9,11.2,1,0,0
