County #,Total Students 2018-2019,District #,Total Students 2020-2021,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,% School-wide Title I 2020-2021,% School-wide Title I 2018-2019,% Title I Eligible School 2020-2021,% Title I Eligible School 2018-2019,Teachers:Students 2020-2021,Teachers:Students 2018-2019,Staff:Students 2020-2021,Staff:Students 2018-2019,% Free Lunch 2020-2021,% Free Lunch 2018-2019,% Reduced-price Lunch 2020-2021,% Reduced-price Lunch 2018-2019,% Asian or Asian/Pacific Islander Students 2020-2021,% Asian or Asian/Pacific Islander Students 2018-2019,% Hispanic Students 2020-2021,% Hispanic Students 2018-2019,% Black or African American Students 2020-2021,% Black or African American Students 2018-2019,% White Students 2020-2021,% White Students 2018-2019,% Grades 1-8 2020-2021,% Grades 1-8 2018-2019,% Grades 9-12 2020-2021,% Grades 9-12 2018-2019,% Prek 2020-2021,% Prek 2018-2019,% K 2020-2021,% K 2018-2019,% ADA 2018-2019,% ADA 2020-2021,% Students Tested Math - Grade 3 2018-2019,% Students Tested Reading - Grade 3 2018-2019,% Students Tested Math - Grade 4 2018-2019,% Students Tested Reading - Grade 4 2018-2019,% Students Tested Math - Grade 5 2018-2019,% Students Tested Reading - Grade 5 2018-2019,% Students Tested Math - Grade 6 2018-2019,% Students Tested Reading - Grade 6 2018-2019,% Students Tested Math - Grade 7 2018-2019,% Students Tested Reading - Grade 7 2018-2019,% Students Tested Math - Grade 8 2018-2019,% Students Tested Reading - Grade 8 2018-2019,% Students Tested Math - Grade 3 2020-2021,% Students Tested Reading - Grade 3 2020-2021,% Students Tested Math - Grade 4 2020-2021,% Students Tested Reading - Grade 4 2020-2021,% Students Tested Math - Grade 5 2020-2021,% Students Tested Reading - Grade 5 2020-2021,% Students Tested Math - Grade 6 2020-2021,% Students Tested Reading - Grade 6 2020-2021,% Students Tested Math - Grade 7 2020-2021,% Students Tested Reading - Grade 7 2020-2021,% Students Tested Math - Grade 8 2020-2021,% Students Tested Reading - Grade 8 2020-2021,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,Total Schools Diff,% Operational Schools Diff,Label_Math,Label_Reading,Label_All
48113.0,2084.0,57816,1383.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,57470.6,55794.9,58930.2,855960,4695.01,559417,5622.22,943257,2635516.0,504727.0,1.0,1.0,1.0,1.0,0.055524222704266095,0.05547024952015355,0.12355025307302965,0.10479846449136276,0.8893709327548807,0.5796545105566219,0.06290672451193059,0.052783109404990404,0.0021691973969631237,0.0004798464491362764,0.03759942154736081,0.0427063339731286,0.9378163412870572,0.9361804222648752,0.0021691973969631237,0.0033589251439539347,0.6334056399132321,0.550383877159309,,,0.21330441070137382,0.3493282149712092,0.15328994938539406,0.10028790786948176,0.7606429942418427,0.7421865509761388,0.9415584415584416,0.9415584415584416,0.967741935483871,0.967741935483871,0.8940397350993378,0.8940397350993378,0.9536423841059603,0.9602649006622517,0.9090909090909091,0.9090909090909091,0.6363636363636364,0.6363636363636364,0.1935483870967742,0.21774193548387097,0.4074074074074074,0.39814814814814814,0.29069767441860467,0.29069767441860467,0.23255813953488372,0.22093023255813954,0.38202247191011235,0.38202247191011235,0.175,0.1875,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.41474311243484735,0.402315484804631,0.3846720707442889,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.0,0,0,0
48113.0,1409.0,57829,1456.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,57470.6,55794.9,58930.2,855960,4695.01,559417,5622.22,943257,2635516.0,486940.0,1.0,1.0,1.0,1.0,0.06378434065934066,0.06144783534421575,0.14655906593406592,0.13646557842441448,0.7307692307692307,0.7778566359119943,0.13804945054945056,0.12349183818310859,0.004120879120879121,0.0049680624556423,0.9402472527472527,0.9056068133427964,0.030906593406593408,0.03761533002129169,0.019917582417582416,0.043293115684882894,0.5762362637362637,0.5982966643009227,0.2857142857142857,0.2618878637331441,0.06662087912087912,0.061745919091554295,0.07142857142857142,0.07806955287437899,0.9227466288147623,0.8831325549450548,0.9245283018867925,0.9056603773584906,0.9711538461538461,0.9711538461538461,0.9827586206896551,0.9741379310344828,0.9682539682539683,0.9682539682539683,0.9724770642201835,0.9724770642201835,1.0,1.0,1.021978021978022,1.021978021978022,1.0,1.0,0.9611650485436893,0.9611650485436893,1.0384615384615385,1.0384615384615385,0.957983193277311,0.957983193277311,0.9193548387096774,0.9193548387096774,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.363013698630137,0.551510989010989,0.5942028985507246,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.0,-1,0,-1
48201.0,180.0,101871,152.0,11-City: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,43143.0,1.0,1.0,1.0,1.0,0.04546052631578947,0.042611111111111113,0.08953947368421052,0.057444444444444444,0.5986842105263158,0.6166666666666667,0.09210526315789473,0.08888888888888889,0.02631578947368421,0.0,0.42105263157894735,0.2833333333333333,0.4473684210526316,0.5777777777777777,0.09210526315789473,0.10555555555555556,1.0,1.0,,,,,,,0.8703888888888888,0.9203223684210527,,,,,,,0.765625,0.765625,0.6716417910447762,0.6865671641791045,0.8163265306122449,0.8163265306122449,,,,,,,0.9591836734693877,0.9591836734693877,0.8636363636363636,0.8636363636363636,0.8135593220338984,0.8135593220338984,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.1513157894736842,0.3790849673202614,0.46710526315789475,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,-0.5,0.0,0,1,0
48217.0,277.0,109901,274.0,42-Rural: Distant,-0.0368564974438235,-0.0198372966207759,-0.3598574821852731,-0.34,989.8,964.8,1014.0,13238,62.53,9524,74.18,16118,36649.0,24677.0,0.5,0.5,0.5,0.5,0.09171532846715329,0.08754512635379061,0.15226277372262773,0.1444043321299639,0.22627737226277372,0.16606498194945848,0.058394160583941604,0.08664259927797834,0.0,0.0,0.16058394160583941,0.1299638989169675,0.014598540145985401,0.007220216606498195,0.7992700729927007,0.8375451263537906,0.583941605839416,0.51985559566787,0.29927007299270075,0.35018050541516244,0.05474452554744526,0.061371841155234655,0.06204379562043796,0.06859205776173286,0.926173285198556,0.9434233576642336,1.0526315789473684,1.0526315789473684,1.0,1.0,1.0,1.0,0.9473684210526315,0.9473684210526315,1.0,1.0,1.1111111111111112,1.1111111111111112,1.0,1.0,1.05,1.05,1.0,1.0,0.875,0.875,0.9375,0.9375,1.0,1.0,0.017735818166934977,0.00038200223744167645,0.023274850609839286,0.00043657398564763024,0.06796911239051542,0.0022647275505470817,0.9236111111111112,0.967391304347826,0.9854014598540146,0.8352190145059706,0.06338168656844025,0.0033628772549801934,0.18316281455726866,0.4904101000313489,0.5095898999686511,0.06529111687423408,0.0675710336572715,0.07036393171649234,0.06708655134087606,0.05682692581720767,0.1055601470546325,0.1142238308301747,0.13670951010288124,0.1334606286870529,0.10159879164410499,0.058679358203425576,0.022628174071646384,0.11021302311527421,0.1307599335247016,0.22080374678954526,0.33630457773077505,0.027043360024172836,0.07365160900438132,0.17868221863754807,0.6203623278322372,0.20095545353021466,0.0,0.0,0,0,0
48189.0,780.0,95901,810.0,31-Town: Fringe,0.0105749055812001,0.0279689035832365,-0.2582872928176795,-0.2622950819672131,996.7,969.6,1028.2,11846,85.52,8781,99.57,13541,33406.0,148782.0,0.75,0.75,0.75,0.75,0.0895679012345679,0.08717948717948718,0.15344444444444444,0.16021794871794873,0.4283950617283951,0.4551282051282051,0.04938271604938271,0.052564102564102565,0.0012345679012345679,0.001282051282051282,0.5271604938271605,0.5435897435897435,0.01728395061728395,0.011538461538461539,0.43950617283950616,0.4256410256410256,0.5530864197530864,0.5769230769230769,0.3111111111111111,0.30512820512820515,0.05555555555555555,0.04358974358974359,0.08024691358024691,0.07435897435897436,0.9296923076923077,0.9380814814814815,1.0,1.0,0.9629629629629629,0.9629629629629629,0.9583333333333334,0.9583333333333334,1.0158730158730158,1.0158730158730158,0.9344262295081968,0.9344262295081968,0.765625,1.0,1.0208333333333333,1.0208333333333333,0.9821428571428571,0.9821428571428571,0.9672131147540983,0.9672131147540983,1.0384615384615385,1.0384615384615385,1.0,1.0,0.8524590163934426,1.0327868852459017,0.055828294318385915,0.001676345566664671,0.08016523977728551,0.002155301442854577,0.17436987367538764,0.0044602765970185,0.937733499377335,0.924223602484472,0.9893333333333333,0.7076889146196895,0.05306977641772117,0.003914757533151379,0.5587902847848262,0.5165550133708268,0.48344498662917323,0.08314724450693353,0.08072119758498056,0.07898436853858241,0.07810216965787224,0.07917734954373777,0.13205414495630358,0.12276348799382461,0.12805668127808562,0.09472610481625451,0.06205717751495603,0.043531001020042454,0.016679072588426654,0.10180651696775282,0.1204626034104339,0.26650346108391015,0.27215937869322976,0.03959142326523721,0.10805335134222523,0.12517539325012925,0.5648031903109076,0.31002141643896314,0.0,0.0,1,0,1
48441.0,16645.0,221901,15680.0,12-City: Mid-size,-0.0174048983845753,-0.0021946891635276,-0.3521754025351147,-0.3255813953488372,4045.5,3889.5,4196.0,50725,286.14,33446,344.95,55750,138034.0,3970117.0,0.7,0.6774193548387096,0.7,0.6774193548387096,0.07080229591836736,0.06552778612195855,0.16220535714285714,0.14907539801742264,0.6073979591836735,0.6195854610994292,0.06862244897959184,0.0657254430759988,0.013265306122448979,0.017843196155001503,0.46058673469387756,0.44103334334635025,0.1322704081632653,0.13595674376689695,0.34738520408163265,0.35680384499849804,0.5825892857142857,0.5968759387203364,0.28616071428571427,0.2662661459897867,0.057015306122448976,0.05983778912586362,0.07423469387755102,0.07702012616401321,0.9052370081105438,0.9097964285714286,0.9662921348314607,0.9534510433386838,0.9817123857024106,0.9733998337489609,0.9735408560311284,0.9634241245136187,0.9738562091503268,0.9730392156862745,0.9746317512274959,0.9754500818330606,0.6989507667473769,0.9572235673930589,0.9801980198019802,0.9711971197119712,0.9293809938971229,0.918918918918919,0.9566724436741768,0.9462738301559792,0.9478499542543458,0.94967978042086,0.9432387312186978,0.9398998330550918,0.6558219178082192,0.9126712328767124,0.01075821898952432,0.0004201863309039802,0.015916368430966284,0.0005795673529710071,0.1029746294391237,0.0024559166582146428,0.8252297090352221,0.8437894471093158,0.8674079854337365,0.7939485650844829,0.07375328882332365,0.015763539306191354,0.22108496950709472,0.4868827277842836,0.5131172722157163,0.07493194226879382,0.06749501923866591,0.06373853664471583,0.07768466838014995,0.10278618466077594,0.13796328684622755,0.10965279150761181,0.12999406871169375,0.10378994114336988,0.06779918786975499,0.04602071388377717,0.01814365884446337,0.12384425825529817,0.1497486446525382,0.2113947757516018,0.27377033021192704,0.02756037456875308,0.09090192212912765,0.09013452914798206,0.5557668161434978,0.3540986547085202,-0.03225806451612903,0.033333333333333305,0,0,0
48113.0,505.0,57814,308.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,57470.6,55794.9,58930.2,855960,4695.01,559417,5622.22,943257,2635516.0,319147.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.10883168316831683,0.30844155844155846,0.18528712871287129,1.0,1.0,0.0,0.0,0.003246753246753247,0.0019801980198019802,0.4090909090909091,0.47326732673267324,0.5,0.44356435643564357,0.07467532467532467,0.07128712871287128,0.1590909090909091,0.24554455445544554,0.8409090909090909,0.7544554455445545,,,,,0.9290891089108911,0.8028116883116883,,,,,2.0,2.0,1.8,1.6,1.131578947368421,1.105263157894737,1.2027027027027026,1.2297297297297298,,,,,0.6666666666666666,0.6666666666666666,3.3333333333333335,3.3333333333333335,1.1666666666666667,1.1666666666666667,1.3870967741935485,1.3870967741935485,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.027210884353741496,0.3925233644859813,0.3548387096774194,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,-0.2,0.0,1,1,1
48027.0,1652.0,14901,1726.0,41-Rural: Fringe,-0.0368545205590878,-0.0175539526956571,-0.35376077458968,-0.3157894736842105,6122.9,5962.9,6287.2,114035,485.57,80449,582.08,125470,362924.0,87745.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.07294901506373117,0.06876513317191282,0.14500579374275782,0.1297397094430993,0.2688296639629201,0.3498789346246973,0.04519119351100811,0.09443099273607748,0.007531865585168019,0.009079903147699757,0.22711471610660486,0.21428571428571427,0.06141367323290846,0.06174334140435835,0.6587485515643106,0.6676755447941889,0.6234067207415991,0.6198547215496368,0.28215527230590964,0.27239709443099275,0.019698725376593278,0.03026634382566586,0.07473928157589803,0.0774818401937046,0.9442372881355933,0.970779258400927,1.0087719298245614,1.0087719298245614,0.9666666666666667,0.9666666666666667,1.0150375939849625,1.0150375939849625,1.0155038759689923,1.0155038759689923,0.753968253968254,0.9523809523809523,0.9761904761904762,0.9682539682539683,0.9848484848484849,0.9848484848484849,0.9925373134328358,0.9850746268656716,1.0333333333333334,1.0333333333333334,0.9931972789115646,0.9931972789115646,0.6901408450704225,1.0140845070422535,0.9172932330827067,1.0,0.015080292292601206,0.0002534965998390848,0.018003769384223694,0.0002865613737311393,0.050021492103029835,0.0008762165081394452,0.8187535734705546,0.8969310943833236,0.9722543352601156,0.6142214772672329,0.21499830773445935,0.028197978951440036,0.21599755024416975,0.49467016938772224,0.5053298306122778,0.09143068963849985,0.07893048817831644,0.07166180476090706,0.0712878946604993,0.09670411139942302,0.17031605073573258,0.12572082453623865,0.12022499073283156,0.08668267603590826,0.04845359163214982,0.027646783889632053,0.010940093799861396,0.11733239794799842,0.12218178629368176,0.25929758407506465,0.2517560398123383,0.030069715438242644,0.11441224185557065,0.09113732366302701,0.5054913525145454,0.4033713238224277,0.0,0.0,0,0,0
48201.0,742.0,101810,851.0,11-City: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,308141.0,1.0,1.0,1.0,1.0,0.05481786133960047,0.054460916442048514,0.08696827262044654,0.08974393530997304,0.9529964747356052,0.9649595687331537,0.01410105757931845,0.0,0.01527614571092832,0.014824797843665768,0.5969447708578144,0.5660377358490566,0.37602820211515864,0.40431266846361186,0.0035252643948296123,0.004043126684636119,0.717978848413631,0.6415094339622641,,,0.1609870740305523,0.20215633423180593,0.12103407755581669,0.15633423180592992,0.869878706199461,0.8978918918918919,0.9782608695652174,0.9782608695652174,0.9690721649484536,0.9690721649484536,0.9866666666666667,0.9866666666666667,,,,,,,0.9789473684210527,0.9789473684210527,1.0,1.0,0.9318181818181818,0.9318181818181818,0.96,0.96,1.0,1.0,,,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.17386231038506417,0.4014084507042254,0.5335689045936396,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,0.0,0.0,1,1,1
48113.0,487.0,57810,341.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,57470.6,55794.9,58930.2,855960,4695.01,559417,5622.22,943257,2635516.0,180574.0,1.0,1.0,1.0,1.0,0.06407624633431086,0.05560574948665297,0.1153958944281525,0.11774127310061602,0.9765395894428153,0.973305954825462,0.01466275659824047,0.02053388090349076,0.0,0.0,0.21700879765395895,0.23613963039014374,0.7683284457478006,0.7597535934291582,0.0,0.002053388090349076,0.6686217008797654,0.6016427104722792,,,0.22580645161290322,0.3080082135523614,0.10557184750733138,0.09034907597535935,0.7804106776180698,0.862149560117302,0.9583333333333334,0.9583333333333334,0.9090909090909091,0.9090909090909091,0.8529411764705882,0.8529411764705882,0.8909090909090909,0.8909090909090909,0.8378378378378378,0.8378378378378378,0.8918918918918919,0.8918918918918919,0.9545454545454546,0.9545454545454546,0.8421052631578947,0.8421052631578947,1.0,1.0,0.8,0.8,0.9375,0.9375,0.8,0.7777777777777778,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.0,0.4340175953079179,0.5479876160990712,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.0,-1,-1,-1
