,DISTRICT_N,AVG_Math_2022,AVG_Reading_2022,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021
143,166907,0.662083174,0.85415106,0.8673645,0.893520835,0.78064069,0.844704067
144,186901,0.878997939,0.917040122,0.882575299,0.909029507,0.861126454,0.919036067
145,145901,0.882353328,0.924377591,0.896448625,0.913078009,0.855985005,0.913797793
146,212902,0.898668234,0.941407264,0.903566143,0.929590631,0.893350861,0.935853235
147,121903,0.857548821,0.910775953,0.869634133,0.908890822,0.847524634,0.909939144
148,243901,0.848149363,0.885034296,0.852314106,0.889497241,0.833198669,0.882770981
149,176901,0.81948478,0.870699717,0.861277002,0.892622932,0.815620426,0.874035529
150,126902,0.86813427,0.914028111,0.868481165,0.915950249,0.852423158,0.916892079
151,27903,0.83814355,0.888984241,0.850565229,0.890532282,0.836220909,0.89235367
152,71801,0.874846567,0.91821157,0.897355571,0.924191215,0.832892422,0.909662304
153,239903,0.910862199,0.942704664,0.873558894,0.91399505,0.895205018,0.931021087
154,188904,0.888828868,0.940326923,0.885985797,0.934098836,0.871447979,0.935386254
155,109902,0.886806754,0.922384009,0.867913157,0.888618474,0.874723914,0.924762119
156,116901,0.881088449,0.932414035,0.896552884,0.934274789,0.878681549,0.934796155
157,178903,0.874334479,0.912281795,0.882526191,0.919151877,0.851679804,0.908700106
158,26901,0.873530095,0.912437654,0.849624737,0.899297532,0.851572342,0.908312531
159,29901,0.862531108,0.90031484,0.875356853,0.910187127,0.85549292,0.910660024
160,49905,0.868624512,0.900352009,0.880720552,0.92239497,0.854589783,0.911769129
161,198902,0.818668269,0.869465561,0.819085166,0.873684099,0.802677571,0.866884977
162,101837,0.42952209,0.475231094,0.450139644,0.475338577,0.429444788,0.480962968
163,166901,0.855521039,0.893031255,0.869363001,0.896548257,0.853778271,0.908935493
164,116910,0.811474178,0.861273855,0.832777481,0.870762861,0.792408592,0.858998345
165,106901,0.883542123,0.919928126,0.898958236,0.928337023,0.841619762,0.910649992
166,234902,0.872044584,0.923343512,0.886856205,0.925960149,0.860236572,0.928480116
167,71907,0.85417763,0.909601168,0.87446388,0.908120079,0.819002058,0.8963522
168,191901,0.894819625,0.930073202,0.895914701,0.923066685,0.885294157,0.930520996
169,201913,0.859334737,0.900084087,0.846333501,0.88318781,0.845292464,0.898196227
170,64903,0.833811755,0.881966501,0.848623815,0.880664021,0.802281574,0.869809142
171,220919,0.964016692,0.988086582,0.968896721,0.988951199,0.943463124,0.984996201
172,57903,0.853692371,0.899312565,0.869295316,0.905025754,0.827975817,0.896758094
173,183902,0.862967693,0.901139305,0.857439821,0.900042486,0.845297226,0.900948566
174,220917,0.832698162,0.887060258,0.845522951,0.887512481,0.808146442,0.878385592
175,1902,0.897509423,0.928760046,0.902089483,0.923244499,0.906671753,0.940040812
176,57904,0.822250556,0.877329922,0.850451022,0.891335957,0.805102966,0.888795757
177,227817,0.848812664,0.902437854,0.86454924,0.904227484,0.794471006,0.879512822
178,116902,0.857647981,0.901211851,0.863731072,0.893249777,0.854296449,0.901295785
179,43903,0.889525342,0.943295315,0.903925058,0.945058358,0.865841102,0.94459286
180,210901,0.85973338,0.89457415,0.867839755,0.893312519,0.853633016,0.899773985
181,133901,0.863114168,0.885562844,0.867953878,0.899471357,0.85370998,0.908255743
182,145902,0.854952952,0.916748986,0.868333732,0.914996394,0.842871492,0.920307224
183,228904,0.726461361,0.775847149,0.851349076,0.907851797,0.858630603,0.92163672
184,174908,0.895986063,0.938649526,0.887995109,0.930249753,0.887916708,0.949531429
185,3907,0.863964297,0.903714178,0.874872418,0.907650392,0.849384318,0.909083663
186,101905,0.843121311,0.886830357,0.867467897,0.891419524,0.820937064,0.881597405
187,103901,0.855298074,0.898735186,0.863529997,0.909055031,0.858823382,0.908595811
188,227814,0.921076868,0.965404824,0.926572422,0.960417715,0.894429608,0.94948713
189,220815,0.83322268,0.891997571,0.575329135,0.593163433,0.811802305,0.894067057
190,212909,0.825494034,0.887399784,0.846177036,0.88717773,0.817202728,0.889155797
191,225906,0.889145536,0.926085984,0.888760972,0.927289163,0.871783771,0.924208226
192,7901,0.854684202,0.882909982,0.857320282,0.883124652,0.848700778,0.887433736
193,206903,0.837322657,0.926773351,0.870032638,0.921243554,0.695696376,0.763972063
194,229906,0.865975915,0.914950601,0.836618638,0.88142169,0.843054315,0.911218294
195,249904,0.847513556,0.89702222,0.87906394,0.914470175,0.841008151,0.897641888
196,38901,0.89265135,0.920225566,0.896691851,0.920049862,0.872617307,0.913708526
197,99902,0.836873752,0.873722205,0.851978209,0.887708376,0.832914188,0.893622127
198,73901,0.843283914,0.904761278,0.851077432,0.896610119,0.814838806,0.904948581
199,161920,0.884020083,0.929566123,0.892300374,0.926213805,0.881530429,0.931246128
200,174901,0.848336433,0.891908262,0.868857397,0.902893705,0.832931198,0.898422796
201,139905,0.871061855,0.922448791,0.880805977,0.932794742,0.861303077,0.932625745
202,226901,0.885964771,0.942184965,0.868046126,0.915052581,0.866639019,0.928960662
203,67902,0.877693438,0.927072203,0.874181443,0.921133761,0.87306949,0.93460911
204,243906,0.855903192,0.902396919,0.853119786,0.895846759,0.843306335,0.898947681
205,57841,0.811159727,0.863037607,0.847074712,0.879699247,0.803171962,0.861430198
206,65901,0.870978012,0.919524289,0.879370598,0.925143083,0.866318844,0.922676554
207,194904,0.816565854,0.868352196,0.850991459,0.877164791,0.815248242,0.872647705
208,6902,0.910377997,0.935569051,0.896903312,0.917003618,0.911909625,0.947057612
209,84910,0.87792824,0.928155157,0.887207751,0.929515978,0.860878383,0.92660661
210,126903,0.844990302,0.889695744,0.847039137,0.883165598,0.834603656,0.888257464
211,146901,0.819480113,0.863030142,0.84850846,0.87682131,0.814895553,0.871482999
212,18901,0.855927761,0.913113358,0.854805279,0.902875959,0.849321434,0.908066303
213,71901,0.833412855,0.876377918,0.860524581,0.886551424,0.792125943,0.853357863
214,30902,0.858071103,0.907433609,0.867308579,0.902225119,0.846344359,0.900036716
215,114902,0.848793103,0.89683019,0.84645901,0.888831703,0.831386211,0.893197428
216,204901,0.829895347,0.874491762,0.834572128,0.870177882,0.807590581,0.86709204
217,42901,0.852212136,0.903839207,0.842072751,0.876955208,0.849821562,0.907458026
218,21901,0.88613305,0.924759241,0.890519919,0.923458099,0.87563695,0.929756328
219,91902,0.849362599,0.889259194,0.86635382,0.906564673,0.84064932,0.90569856
220,229901,0.842457725,0.895949233,0.849954382,0.894338116,0.851245849,0.902336524
221,168901,0.854296999,0.895800136,0.861728451,0.885250532,0.839497279,0.885252384
222,20907,0.860323647,0.894432973,0.854924141,0.881669739,0.843765338,0.89061552
223,45902,0.84277146,0.896660848,0.878574312,0.896580972,0.844186547,0.891463572
224,46902,0.892180833,0.934900336,0.900103548,0.9312208,0.877710549,0.934607292
225,47901,0.868220629,0.899914911,0.858202481,0.896257436,0.850300826,0.894963074
226,130902,0.839559729,0.894515144,0.865318809,0.900368136,0.82206575,0.905383917
227,116903,0.82446045,0.873883466,0.835742077,0.877321863,0.809584617,0.87397101
228,43918,0.841392889,0.898894513,0.874888551,0.915110779,0.831792842,0.899522667
229,112908,0.84710435,0.898238625,0.868954739,0.894391729,0.846469548,0.900228447
230,68802,0.862252104,0.912025888,0.881889679,0.921174636,0.863102843,0.927265717
231,15838,0.802761242,0.865395771,0.426466669,0.452502945,0.774674554,0.849731728
232,101842,0.397914928,0.437816862,0.40998699,0.441575351,0.134677419,0.150232019
233,233903,0.862045507,0.925123601,0.87803389,0.931210478,0.839545131,0.929102963
234,161921,0.811042148,0.861711867,0.826593236,0.873866576,0.799214459,0.866587346
235,170902,0.891147025,0.927490093,0.900867251,0.93142862,0.882558634,0.934949784
236,147901,0.873500106,0.909384638,0.883169339,0.911691988,0.844948841,0.898818413
237,60902,0.836613332,0.895251199,0.854781441,0.897612066,0.829459922,0.90050708
238,57922,0.929287847,0.9620886,0.945836835,0.969922949,0.909744831,0.962219163
239,50910,0.734664717,0.902005292,0.86657511,0.899790678,0.848370509,0.908134624
240,178904,0.847544312,0.896756673,0.86638201,0.90002914,0.825595329,0.889258316
241,178807,0.833010254,0.925061954,0.834912481,0.911347818,0.803305658,0.918061153
242,187904,0.856647621,0.900058708,0.838755304,0.877094615,0.833701573,0.889433599
243,175903,0.860780453,0.892177999,0.863662026,0.887105892,0.844426022,0.892904933
244,95902,0.693629489,0.755357896,0.855147192,0.913521394,0.71984439,0.774974735
245,142901,0.855760556,0.888201514,0.857970083,0.888902562,0.833439709,0.886771449
246,246914,0.86174762,0.904302603,0.885866273,0.927877416,0.852662323,0.929072311
247,109903,0.841284692,0.906136123,0.878836287,0.900241017,0.840390643,0.902903272
248,129901,0.844365727,0.897585495,0.866533401,0.913517895,0.841997274,0.904601003
249,52901,0.847412107,0.889313616,0.844865966,0.887866261,0.832562559,0.883473081
250,18908,0.860915414,0.914202304,0.83809518,0.871330626,0.827681616,0.904125529
251,161901,0.902592276,0.943197282,0.90798405,0.951113606,0.889482917,0.952772855
252,53001,0.877774968,0.911691161,0.844414621,0.878564836,0.862549676,0.898841352
253,113901,0.812911296,0.867852656,0.819423741,0.864423518,0.801271544,0.867724719
254,101906,0.858412172,0.901176555,0.873629165,0.90230156,0.843706854,0.904304944
255,54901,0.831205175,0.883085304,0.83917633,0.87721495,0.80839171,0.88047867
256,30901,0.885672674,0.92317326,0.858353649,0.900364732,0.858073642,0.907480653
257,107904,0.897815409,0.921650435,0.886069816,0.916436794,0.879836123,0.913444731
259,78901,0.8423027,0.898956607,0.837660809,0.871578546,0.813354504,0.874882228
260,220912,0.833403919,0.887964591,0.850166827,0.887624447,0.811825166,0.878847155
261,254901,0.823066619,0.865757544,0.83184621,0.868848128,0.788103475,0.856557445
262,62901,0.855331978,0.8990363,0.857021871,0.899993363,0.837186221,0.899138307
263,55901,0.688411682,0.886755293,0.829133199,0.876682109,0.649576699,0.872727046
264,212801,0.839740495,0.900532618,0.856386787,0.90461877,0.821638869,0.899064996
265,112905,0.827601598,0.893674059,0.853011359,0.900479784,0.824799463,0.903549364
266,174902,0.848044965,0.907078985,0.869897158,0.916034752,0.845347723,0.913449518
267,101907,0.867131197,0.922118016,0.883124269,0.921367447,0.850171388,0.921408034
268,163902,0.892986771,0.950082675,0.878126409,0.931203803,0.865532563,0.945448565
269,172902,0.836705579,0.87633045,0.849638613,0.886566694,0.819916136,0.876753432
270,56901,0.837727897,0.873914261,0.85810736,0.879608081,0.84296651,0.885506261
271,57905,0.847359143,0.892417755,0.862592039,0.889641954,0.825970793,0.888849778
272,20910,0.857476278,0.870540252,0.840515644,0.854731672,0.829646961,0.869890868
273,20904,0.86787612,0.911981609,0.88165033,0.903859985,0.851833801,0.906911326
274,148905,0.810717178,0.858541022,0.83380324,0.858628087,0.801058918,0.858548883
275,175904,0.855295706,0.898999319,0.846138575,0.889315028,0.834143031,0.895736793
276,58902,0.810982466,0.878727223,0.681022267,0.723442387,0.815763553,0.886499499
277,146902,0.836912227,0.879900698,0.850474823,0.878177373,0.834572233,0.889247361
278,47902,0.881779,0.922115277,0.87636076,0.922168988,0.863827597,0.927385626
279,249905,0.847583992,0.905510522,0.864296161,0.906588253,0.844272204,0.90343127
280,101908,0.876877298,0.915747514,0.88775029,0.914357327,0.860350072,0.913613217
281,19901,0.870894934,0.902644321,0.848566394,0.884453696,0.857161977,0.903027841
282,227910,0.825765207,0.873449788,0.833239091,0.869683682,0.79759679,0.867608802
283,115903,0.414733655,0.448981749,0.274289048,0.294664856,0.557076537,0.606705263
284,91903,0.860892878,0.903415,0.868269215,0.906984924,0.850770547,0.909314433
285,61901,0.849470483,0.906410243,0.879207212,0.917078559,0.838759041,0.905633864
286,251901,0.854959439,0.897575932,0.861757144,0.894449034,0.83127758,0.886701238
287,57906,0.82173784,0.880664255,0.836294982,0.879623706,0.792421227,0.871739794
288,194905,0.8650629,0.879093391,0.88586835,0.904798514,0.859110847,0.885519311
289,146903,0.931168285,0.977230144,0.933165669,0.957131909,0.933202671,0.975121693
290,163901,0.854919216,0.899362047,0.861534673,0.899519574,0.841395558,0.911014372
291,81906,0.870793985,0.922340736,0.839393665,0.881272049,0.866244686,0.919210074
292,176903,0.848408079,0.906283447,0.869394651,0.907622127,0.841207294,0.92382893
293,3905,0.862452809,0.898029795,0.87059138,0.893949017,0.858491669,0.895210395
294,84901,0.853550269,0.895609755,0.868819712,0.897061394,0.845784203,0.899355514
295,82902,0.822625089,0.86944362,0.836819794,0.877087555,0.79472069,0.863051777
296,144903,0.822577002,0.87602948,0.835576698,0.850527809,0.822654118,0.885484574
297,35901,0.835730484,0.8761491,0.845599796,0.876327378,0.823332264,0.870183661
299,74904,0.868512057,0.91766668,0.889891552,0.920343084,0.872653897,0.926039948
300,108902,0.83539996,0.870450409,0.856578835,0.878657391,0.780011569,0.847286086
302,174911,0.87810782,0.926383094,0.858528013,0.908887014,0.85991358,0.919629357
303,178801,0.828721186,0.904673409,0.825382998,0.888520054,0.788988605,0.88460435
304,101856,0.825268338,0.862176475,0.858855087,0.87651798,0.785600796,0.851712391
305,105904,0.89820147,0.945791237,0.895108785,0.940292662,0.876539786,0.941046572
306,178905,0.86053403,0.922932342,0.893562783,0.935766932,0.857146937,0.921342941
307,72902,0.896648055,0.934098134,0.891602466,0.922581656,0.878897479,0.925285287
308,171901,0.870011495,0.901882874,0.871869462,0.891800207,0.851522816,0.896182467
309,57907,0.83508849,0.878761665,0.853382154,0.887458811,0.806837916,0.872412273
310,220918,0.851010482,0.906826247,0.867851425,0.910414309,0.832833379,0.899115324
311,159901,0.852288655,0.893011581,0.881376147,0.906847602,0.793268336,0.864145681
312,227909,0.926196302,0.966004571,0.929691939,0.973974122,0.897385397,0.966334757
313,25909,0.884581211,0.930011362,0.868918091,0.920094116,0.867506144,0.93234741
314,241902,0.883515765,0.921032683,0.894310414,0.928289927,0.876391374,0.93009747
315,15911,0.810698011,0.869829007,0.696006574,0.873208964,0.674921014,0.869879195
316,36903,0.863180998,0.908214925,0.87616177,0.909571189,0.867420888,0.918465942
317,220811,0.419380401,0.454812225,0.421784718,0.445212665,0.398039772,0.437970339
319,67903,0.859123195,0.904744262,0.880403744,0.916149279,0.857232256,0.908684716
320,68901,0.839932675,0.87991112,0.839763036,0.876253171,0.813648271,0.873437113
321,74905,0.830832122,0.863397586,0.845877275,0.891843958,0.8223292,0.883343958
322,108903,0.823843008,0.872993046,0.847505285,0.878646266,0.777220363,0.845198394
323,48901,0.851526278,0.883927471,0.836837416,0.868799325,0.819043857,0.875015635
324,234903,0.853587909,0.900814057,0.875044284,0.922864536,0.84184822,0.91313058
325,15905,0.673104842,0.855779399,0.688832913,0.862177887,0.648827853,0.851027234
326,108904,0.861212032,0.903221378,0.877640353,0.907155085,0.810234177,0.886837823
327,120901,0.879992736,0.903958665,0.862543466,0.89411921,0.858260288,0.903675873
328,57833,0.829722707,0.884259371,0.861932334,0.901181267,0.823857587,0.887382228
329,123805,0.8577508,0.914401967,0.869995176,0.909847926,0.844045978,0.912695486
330,241903,0.870132556,0.895020827,0.873543995,0.890544873,0.860689881,0.898920378
332,71902,0.854359803,0.905038381,0.871532586,0.906111651,0.820228961,0.895362658
333,71810,0.398591266,0.432357467,0.43520856,0.4465732,0.403903791,0.437345956
334,15836,0.902688925,0.967229414,0.899265112,0.951499934,0.87149563,0.956132124
335,243902,0.843623798,0.87681544,0.856899942,0.897019412,0.839140056,0.897858222
336,11902,0.694147639,0.872066825,0.823545704,0.875290375,0.668499275,0.868437793
337,1903,0.879172426,0.921538699,0.884914618,0.91997975,0.868295757,0.933294776
338,102906,0.879076173,0.924359716,0.880831546,0.917698099,0.867087596,0.930924162
339,70903,0.858042153,0.89975721,0.870653158,0.898739589,0.852589884,0.903203893
340,49906,0.883055882,0.915966617,0.867766547,0.923722776,0.880943918,0.930816555
342,101872,0.547884199,0.58838016,0.140067162,0.147709777,0.406869847,0.440423507
