DISTRICT_N,County #,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,% Free or Reduced Lunch Diff 2019-2021,% Asian or Asian/Pacific Islander Students Diff 2019-2021,% Hispanic Students Diff 2019-2021,% Black or African American Students Diff 2019-2021,% White Students Diff 2019-2021,% Grades 1-8 Diff 2019-2021,% Grades 9-12 Diff 2019-2021,% Prek Diff 2019-2021,% K Diff 2019-2021,% ADA Diff 2019-2021,Total Public Schools Diff 2021-2022,Total Students Diff 2021-2022,% Total Operational Public Schools Diff 2021-2022,% School-wide Title I Diff 2021-2022,% Title I Eligible School Diff 2021-2022,Teachers:Students Diff 2021-2022,Staff:Students Diff 2021-2022,% Free or Reduced Lunch Diff 2021-2022,% Asian or Asian/Pacific Islander Students Diff 2021-2022,% Hispanic Students Diff 2021-2022,% Black or African American Students Diff 2021-2022,% White Students Diff 2021-2022,% Grades 1-8 Diff 2021-2022,% Grades 9-12 Diff 2021-2022,% Prek Diff 2021-2022,% K Diff 2021-2022,% ADA Diff 2021-2022,% Students Tested Math - Grade 3 Diff 2019-2021,% Students Tested Reading - Grade 3 Diff 2019-2021,% Students Tested Math - Grade 4 Diff 2019-2021,% Students Tested Reading - Grade 4 Diff 2019-2021,% Students Tested Math - Grade 5 Diff 2019-2021,% Students Tested Reading - Grade 5 Diff 2019-2021,% Students Tested Math - Grade 6 Diff 2019-2021,% Students Tested Reading - Grade 6 Diff 2019-2021,% Students Tested Math - Grade 7 Diff 2019-2021,% Students Tested Reading - Grade 7 Diff 2019-2021,% Students Tested Math - Grade 8 Diff 2019-2021,% Students Tested Reading - Grade 8 Diff 2019-2021,% Students Tested Math - Grade 3 Diff 2021-2022,% Students Tested Reading - Grade 3 Diff 2021-2022,% Students Tested Math - Grade 4 Diff 2021-2022,% Students Tested Reading - Grade 4 Diff 2021-2022,% Students Tested Math - Grade 5 Diff 2021-2022,% Students Tested Reading - Grade 5 Diff 2021-2022,% Students Tested Math - Grade 6 Diff 2021-2022,% Students Tested Reading - Grade 6 Diff 2021-2022,% Students Tested Math - Grade 7 Diff 2021-2022,% Students Tested Reading - Grade 7 Diff 2021-2022,% Students Tested Math - Grade 8 Diff 2021-2022,% Students Tested Reading - Grade 8 Diff 2021-2022,% Total Operational Public Schools Diff 2019-2022,% School-wide Title I Diff 2019-2022,% Title I Eligible School Diff 2019-2022,Teachers:Students Diff 2019-2022,Staff:Students Diff 2019-2022,% Free or Reduced Lunch Diff 2019-2022,% Asian or Asian/Pacific Islander Students Diff 2019-2022,% Hispanic Students Diff 2019-2022,% Black or African American Students Diff 2019-2022,% White Students Diff 2019-2022,% Grades 1-8 Diff 2019-2022,% Grades 9-12 Diff 2019-2022,% Prek Diff 2019-2022,% K Diff 2019-2022,% ADA Diff 2019-2022,% Students Tested Math - Grade 3 Diff 2019-2022,% Students Tested Reading - Grade 3 Diff 2019-2022,% Students Tested Math - Grade 4 Diff 2019-2022,% Students Tested Reading - Grade 4 Diff 2019-2022,% Students Tested Math - Grade 5 Diff 2019-2022,% Students Tested Reading - Grade 5 Diff 2019-2022,% Students Tested Math - Grade 6 Diff 2019-2022,% Students Tested Reading - Grade 6 Diff 2019-2022,% Students Tested Math - Grade 7 Diff 2019-2022,% Students Tested Reading - Grade 7 Diff 2019-2022,% Students Tested Math - Grade 8 Diff 2019-2022,% Students Tested Reading - Grade 8 Diff 2019-2022,AVG_Math_2022,AVG_Reading_2022,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021,Label_Math (19-22),Label_Reading (19-22),Label_All (19-22),Label_Math (19-21),Label_Reading (19-21),Label_All (19-21),Label_Math (21-22),Label_Reading (21-22),Label_All (21-22)
1902,48001,43-Rural: Remote,-0.001979857,0.018046949,-0.395555556,-0.395833333,39.28974359,38.23846154,39.86923077,17218,2.577692308,12158,3.101025641,20116,,91765,423034,950380,0,0,,,,,,,,,,,,,,,0.762867647,0.914018692,0.974121996,0.660850525,0.210578535,0.004977933,0.158866195,0.60763283,0.39236717,0.053628246,0.055732321,0.053987478,0.05314927,0.060111533,0.15801088,0.162612474,0.160747887,0.116493893,0.071521434,0.039207636,0.014796948,0.116273667,0.141015217,0.212335928,0.3031711,0.031420606,0.093158323,0.144064426,0.61801551,0.237920064,-0.11271028,0.054205607,0.442597147,0.159626168,-0.049450592,0.02579887,-0.022356811,-0.837814522,0.165174619,0.008825773,0,0.076635514,0,0,0,-0.087975861,-0.068801918,-0.986205652,19.43402778,-0.535590278,18.20967487,-0.226342969,-0.517013889,-0.994404702,20.82725694,-0.00483631,-0.020814905,-0.02173913,-0.02173913,-0.02,-0.038490566,-0.021701389,-0.021701389,0.04,0.04,0.172940535,0.172940535,0.027777778,0,0.052631579,0.052631579,-0.03125,-0.012620192,-0.016722408,-0.016722408,-0.074746009,-0.074746009,0.046415094,0.046415094,-0.063742988,-0.037735849,0,0,-0.333333333,-0.080492996,-0.481367521,-0.987760417,20.54166667,-0.33004386,21.27604167,-0.264600767,-0.504553393,-0.994529795,2.540064103,0.159539474,-0.01217284,0.029748284,0.029748284,-0.050625,-0.050625,-0.038060897,-0.038060897,-0.037735849,-0.037735849,0.22738268,0.22738268,-0.037735849,-0.037735849,0.897509423,0.928760046,0.902089483,0.923244499,0.906671753,0.940040812,0,0,0,1,1,1,-1,-1,-1
57904,48113,21-Suburb: Large,-0.117686561,-0.046919492,-0.913279097,-0.375,34.43415219,33.43013781,35.30868784,855960,2.813067705,559417,3.368615938,943257,2635516,1264255,5418575,12173280,0,0,0.03080042,0.000450766,0.036198604,0.000516787,0.096255913,0.0012434,0.119282903,0.001601963,0.205160583,0.002296325,0.235790638,0.00258659,0.251634595,0.002637434,0,0.508730923,0.467196274,0.535382847,0.22304434,0.050355997,0.382553558,0.494481954,0.505518046,0.081430186,0.077491651,0.07322332,0.071445553,0.07245394,0.16259223,0.144833981,0.134233252,0.094475029,0.049294404,0.027628868,0.010897587,0.130354222,0.149852797,0.234084537,0.202010608,0.032558764,0.110048367,0.092548478,0.483156764,0.424294757,-0.077376079,-0.121241367,0.02882727,-0.004077337,-0.242288028,-0.024284007,0.072821058,-0.223447107,-0.053347612,0.016021673,0,-0.01833724,-0.076923077,-0.166666667,-0.166666667,-0.037041435,-0.045185989,-0.984616872,25.47152583,1.555434099,-0.960156219,17.93953174,-0.336303199,-0.88826886,0.900521969,0.072435964,-0.037918419,-0.140102597,-0.152896272,-0.148642696,-0.139966681,-0.116686565,-0.104872155,-0.105886163,-0.100565148,0.042656179,-0.129495617,-0.23924612,0.083635606,0.21061841,0.263407004,0.165335599,0.195976512,0.146474043,0.131015906,0.128151261,0.113950532,0.081731366,0.146045068,0.260881019,0.110256007,-0.076923077,-0.090909091,-0.166666667,0.007491473,-0.82348887,-0.985807158,22.26208184,1.629100287,-0.960318675,13.35070994,-0.352420417,-0.88013248,0.475855832,0.015224066,-0.022504262,0.041007627,0.070236783,-0.007883026,0.028579648,0.012695925,0.012403831,0.008695652,0.001925932,0.127873893,-0.002362745,-0.040779872,0.203112941,0.822250556,0.877329922,0.850451022,0.891335957,0.805102966,0.888795757,-1,-1,-1,-1,0,-1,0,-1,0
227817,48453,11-City: Large,-0.054694189,-0.040721033,-0.707498716,-0.35,34.23206897,33.77862069,34.73172414,404467,2.477293103,229929,3.080137931,441240,1273954,138785,596838,1340846,0,0,0.022961583,0.000343027,0.025073904,0.000360296,0.053036452,0.000640525,0.06903389,0.00083912,0.162507437,0.001231599,0.203528542,0.001378386,0.21821824,0.001415279,0,0,0.068136273,0.692997717,0.085239576,0.057927335,0.334645492,0.504397295,0.495602705,0.07397883,0.06901137,0.061301459,0.066593053,0.095379521,0.188010732,0.150864131,0.129260368,0.092612661,0.041801641,0.022002097,0.009184138,0.152682419,0.155283373,0.212603253,0.200001483,0.025139257,0.07473292,0.083340132,0.475965461,0.440694407,-0.076206289,-0.033266129,0.074531413,-0.249800876,-0.247769389,-0.056152074,0.232320099,-0.137686861,0.021454656,0.020067917,0,0,0,0,0,0.171774401,0.130485664,-0.997487437,56.85714286,-0.876923077,-0.418181818,8,-0.622073579,-0.663793103,0.75,0.020408163,-0.021285486,-0.523611111,-0.455555556,-0.705882353,-0.696969697,-0.837837838,-0.810810811,-0.332142857,-0.332142857,-0.810246679,-0.647058824,-0.763902439,-0.795586527,0.984962406,0.736842105,2.25862069,2.25862069,4.768817204,3.944700461,0.549043062,0.549043062,6.0125,1.921875,0.754010695,3.823529412,0,0,0,0.256125969,-0.809655172,-0.99767891,54.93245968,-0.86774998,-0.56352051,5.770075498,-0.643294931,-0.585685484,0.509047994,0.04230067,-0.001644724,-0.054385965,-0.054385965,-0.04158215,-0.012539185,-0.064516129,-0.064516129,0.034539474,0.034539474,0.330645161,0.03125,-0.585882353,-0.014005602,0.848812664,0.902437854,0.86454924,0.904227484,0.794471006,0.879512822,0,0,0,-1,-1,-1,1,1,1
116902,48231,42-Rural: Distant,-0.038283476,-0.02243131,-0.330879168,-0.294117647,37.66229508,36.7557377,38.56721311,32076,2.63704918,22617,3.138688525,36704,98594,121046,411546,924572,0,0,0.016552731,0.000405704,0.020721342,0.00050713,0.049242347,0.001328681,0.066251496,0.001856097,0.15063797,0.003336917,0.172819847,0.003702051,0.188429316,0.003783192,0.917004049,0.969635628,0.876767677,0.815613789,0.082817634,0.01063521,0.136434883,0.495767976,0.504232024,0.066330736,0.06924497,0.070870439,0.072762949,0.069349464,0.11770716,0.125904167,0.148335636,0.120156974,0.082202278,0.041762937,0.01537229,0.114166355,0.126013219,0.229579748,0.302562664,0.0293054,0.079218107,0.126089799,0.606555144,0.267355057,-0.091282895,0,0.18902439,0.334210526,-0.063851489,0.049553128,-0.088356366,-0.178947368,0.244019139,-0.027166628,0,-0.018218623,0,0,0,0.033996062,0.04931924,-1,,-0.871340206,26.18762887,-0.220933968,-0.443740252,-0.80781949,0.570274914,-0.083298969,0.022813834,0.068888889,0.068888889,0,-0.03125,-0.064655172,-0.064655172,-0.231060606,-0.231060606,-0.030701754,-0.030701754,-0.003007519,-0.003007519,-0.085995086,-0.085995086,-0.026041667,0.005376344,0.102534562,0.102534562,0.101223582,0.101223582,-0.092436975,-0.092436975,0.147058824,0.147058824,0,0,0,0.055038008,-0.651203008,-1,,-0.847020367,35.27402062,-0.270678494,-0.416175841,-0.824799862,0.289278351,0.140393627,-0.004972569,-0.023030303,-0.023030303,-0.026041667,-0.026041667,0.03125,0.03125,-0.153225806,-0.153225806,-0.120300752,-0.120300752,0.143609023,0.143609023,0.857647981,0.901211851,0.863731072,0.893249777,0.854296449,0.901295785,0,0,0,1,1,1,-1,0,-1
43903,48085,41-Rural: Fringe,-0.056912632,-0.044780936,-0.712512567,-0.279069767,36.73615222,36.16723044,37.26469345,283759,2.774883721,206793,3.196828753,300960,1034730,139166,485898,1091610,481454,481454,0.013307819,0.000153663,0.017745692,0.000198119,0.069452901,0.00062915,0.092643492,0.000836933,0.183846027,0.001273762,0.231522233,0.001473814,0.251341896,0.001512472,0.793810965,0.857384251,0.835593781,0.715846415,0.084856859,0.112165923,0.147447213,0.491298551,0.508701449,0.075221674,0.084544975,0.082112531,0.068146754,0.049567899,0.140341616,0.173718366,0.152237963,0.097353967,0.048981199,0.020396477,0.007376579,0.097103528,0.122632234,0.331524286,0.263100025,0.023192216,0.067201393,0.057153775,0.64142411,0.301422116,-0.149098457,0.569913347,0.024316048,0.143828925,-0.032794326,0.011600823,-0.004808138,-0.029008956,-0.071250018,0.011274613,0,0.13403106,0.2,0,0,0.014535563,0.014601218,-0.869645469,16.74373906,-0.815046604,14.62386547,-0.043809142,-0.511627945,-0.932465312,2.88941224,0.099942025,-0.002039966,0.042678842,0.050493147,0.011550152,-0.006674132,0.029310345,-0.002291289,0.033684866,0.035152387,-0.080249561,0.013511406,-0.21080007,-0.074923667,0.084468417,0.072042731,-0.023734123,-0.035373657,0.058245614,0.080312629,-0.035389664,0.025670308,0.134018656,0.029109441,0.082426619,0.032334442,0.2,0,0,0.048853046,-0.061612245,-0.889081128,26.85613278,-0.810549268,16.87102925,-0.075166777,-0.505962428,-0.932790029,2.776584451,0.021571136,0.009211647,0.130752273,0.126173542,-0.012458104,-0.041811701,0.089263158,0.077837321,-0.002896893,0.061725067,0.043014156,0.043014156,-0.145748988,-0.04501184,0.889525342,0.943295315,0.903925058,0.945058358,0.865841102,0.94459286,0,0,0,0,0,0,0,0,0
210901,48419,33-Town: Remote,-0.040752351,-0.025685877,-0.303858521,-0.277777778,37.98,37.005,38.835,9648,2.613,6771,3.1515,11873,25274,644749,2795229,6279715,0,0,0.018991849,0.001068292,0.021919759,0.001384822,0.054759832,0.001938751,0.081387988,0.002967476,0.162380312,0.00466883,0.186436654,0.005301891,0.201353169,0.005381024,0.917763158,0.998394864,0.99837794,0.686380069,0.174159069,0.003182961,0.16362779,0.494773656,0.505226344,0.075487268,0.075801635,0.06935712,0.071361207,0.060554857,0.116158441,0.12236718,0.134666771,0.117533794,0.08900503,0.050613015,0.017093681,0.12365257,0.135157546,0.230825041,0.289904643,0.028399668,0.08550995,0.187399983,0.608102417,0.2044976,-0.038216562,0.206096084,0.021782008,0.010041316,-0.074610976,-0.020982696,0.087363397,-0.118453408,-0.001743609,-0.015296497,0,0.01937828,0,0,0,-0.073509351,-0.05229134,-0.952532737,13.61021254,-0.559880118,0.477466795,0.86855257,-0.476006008,-0.699218226,-0.199590168,0.026093092,0.010782152,0.048751486,0.034482759,0.022322794,0.016237539,0.024342105,0.030367647,-0.011783189,-0.006842105,0.033029501,0.032722255,0.046779661,-0.0736,-0.033432468,-0.020100503,-0.011904762,-0.005988024,0.00498159,0.00498159,-0.013820639,-0.013820639,0.016526611,0.022541561,0.047653257,0.041666667,0,0,0,-0.015932512,-0.789967267,-0.954346773,16.62132013,-0.550293423,0.492302507,0.729138038,-0.487000814,-0.672940908,-0.29440144,0.024303987,-0.004679274,0.013689135,0.013689135,0.010152284,0.010152284,0.029444957,0.035500516,-0.025440977,-0.020568182,0.050101977,0.056001427,0.096662121,-0.035,0.85973338,0.89457415,0.867839755,0.893312519,0.853633016,0.899773985,0,0,0,0,0,0,-1,-1,-1
133901,48265,42-Rural: Distant,-0.003671638,0.012339234,-0.344444444,-0.333333333,46.94545455,45.38484848,48.28787879,20550,2.33,13549,2.868484848,23831,52600,228401,823316,1849647,0,0,0.011235741,0.000228137,0.013479087,0.000304183,0.066311787,0.001463878,0.090931559,0.001806084,0.170323194,0.003022814,0.19418251,0.003536122,0.202281369,0.003726236,0.915441176,0.822097378,0.841584158,0.876675063,0.017813602,0.007516373,0.239697733,0.484997481,0.515002519,0.052130982,0.055617128,0.056926952,0.064463476,0.051828715,0.091163728,0.098619647,0.137168766,0.143939547,0.125239295,0.08640806,0.036493703,0.116836983,0.174160584,0.165644769,0.356350365,0.019562044,0.065012165,0.137677815,0.627669842,0.234652344,-0.069335799,-0.467228464,0.021568278,-0.467228464,-0.028872138,0.014191598,0.027487961,-0.375371303,0.038904494,-0.000911723,0,0.001872659,-0.25,0,0,-0.027791656,0.061362683,-1,315.4074766,-0.986779724,66.54018692,0.418639668,-0.488300012,-0.815160955,1.11368884,0.126096334,-0.002488665,0.023809524,0.023809524,-0.158095238,-0.158095238,-0.093877551,-0.093877551,0.024247492,0.024247492,0.045364892,0.045364892,0.012471655,0.089981447,-0.03125,-0.03125,0.153846154,0.153846154,0.05471325,0.05471325,0.064186047,0.064186047,0.023789992,0.023789992,0.210526316,0,-0.25,-0.25,-0.25,0.109633393,-0.712252747,-1,167.5728972,-0.986494585,34.9834891,0.377680508,-0.481038171,-0.810080107,0.320270706,0.169906542,-0.003398119,-0.008184524,-0.008184524,-0.028571429,-0.028571429,-0.044300647,-0.044300647,0.089989889,0.089989889,0.070234114,0.070234114,0.225623583,0.089981447,0.863114168,0.885562844,0.867953878,0.899471357,0.85370998,0.908255743,0,-1,0,0,1,1,0,-1,-1
145902,48289,43-Rural: Remote,0.009702458,0.039331709,-0.378995434,-0.38028169,45.97692308,45.43846154,46.46153846,6896,2.409230769,4881,2.874615385,9509,17404,116454,738295,1658641,0,0,0.013789933,0.000402206,0.020799816,0.000804413,0.052171915,0.002011032,0.098023443,0.002528154,0.201103195,0.00442427,0.224086417,0.005343599,0.236842105,0.005458515,0.91496063,0.95625,0.982142857,0.848639962,0.071543361,0.004821142,0.134515803,0.499077436,0.500922564,0.060889233,0.059044105,0.0625558,0.063091483,0.044521159,0.096839474,0.102374859,0.151419558,0.144098566,0.12731385,0.067376942,0.020474972,0.129785383,0.128190255,0.195765661,0.368184455,0.025232019,0.057279582,0.274792302,0.589231255,0.135976443,-0.101934985,1.030959752,0.118499574,-0.227022781,0.001431736,0.025975792,-0.059187762,0.015479876,0.037085831,0.009258066,0,0.106811146,0,-0.5,0,-0.085175297,-0.077909845,-0.980844597,12.25128205,-0.322377622,8.584149184,-0.239542021,-0.493949529,-0.88048988,1.55990676,-0.002389277,-0.040555639,0.038831361,0.038831361,0.09701897,0.09701897,-0.112903226,-0.112903226,-0.100665188,-0.100665188,0.411764706,0,0.044444444,0.023555556,-0.018867925,-0.018867925,-0.145833333,-0.145833333,0.127272727,0.127272727,0.040632754,0.040632754,-0.07328869,-0.07328869,0.010638298,0.010638298,0,-0.5,0,-0.006152644,-0.667541899,-0.982797203,25.91282051,-0.242079659,6.408328984,-0.238453246,-0.480804467,-0.887563417,1.5995338,0.034607945,-0.031673039,0.019230769,0.019230769,-0.062962963,-0.062962963,0,0,-0.064122738,-0.064122738,0.308298319,-0.07328869,0.055555556,0.034444444,0.854952952,0.916748986,0.868333732,0.914996394,0.842871492,0.920307224,0,0,0,0,0,0,0,0,0
228904,48455,43-Rural: Remote,-0.022595705,0.004635228,-0.366412214,-0.342465753,46.42142857,45.55714286,47.25,6142,2.371428571,4061,2.907142857,8713,14651,28762,151828,341095,0,0,0.013377926,0.000477783,0.014196983,0.000546038,0.038905194,0.001433349,0.062930858,0.002252406,0.159374787,0.004573067,0.19841649,0.004982595,0.211453143,0.005119104,0.947761194,0.978417266,0.485714286,0.843469318,0.094480631,0.002879671,0.076585533,0.486801508,0.513198492,0.056016455,0.054096675,0.061981488,0.058690435,0.044429208,0.091189578,0.103942407,0.146657525,0.158656154,0.130065135,0.075694206,0.018580734,0.136600456,0.150113969,0.155975252,0.336372517,0.026050147,0.074568544,0.295076323,0.555950878,0.148972799,0.092625899,0,-0.352517986,0,0.025179856,-0.063881425,0.324395029,-0.708633094,0.18705036,0.243948575,0,-0.007194245,0,0,0,0.007246377,0.038292738,-1,,-1,,-0.424430642,-0.395652174,-0.776167472,0.342995169,0.007246377,-0.242851531,-0.144385027,-0.144385027,-0.1,-0.1,-0.181818182,-0.181818182,-0.153846154,-0.153846154,-0.111111111,-0.111111111,-0.1,-0.1,-0.371428571,-0.371428571,0.142857143,0.142857143,0.083333333,0.083333333,0,0,-0.142857143,-0.142857143,-0.1,-0.1,0,0,0,-0.02173913,-0.584102564,-1,,-1,,-0.409937888,-0.434258774,-0.703557312,-0.608695652,0.195652174,-0.058146242,-0.462184874,-0.462184874,0.028571429,0.028571429,-0.113636364,-0.113636364,-0.153846154,-0.153846154,-0.238095238,-0.238095238,-0.19,-0.19,0.726461361,0.775847149,0.851349076,0.907851797,0.858630603,0.92163672,-1,-1,-1,1,1,1,-1,-1,-1
174908,48347,41-Rural: Fringe,-0.015006194,0.003032118,-0.32770928,-0.327272727,33.68974359,32.57435897,34.89230769,23861,2.478205128,15026,3.060769231,27406,65204,177129,754908,1695964,0,0,0.024523035,0.000981535,0.027851052,0.001119563,0.05689835,0.002101098,0.081099319,0.002699221,0.170802405,0.003726765,0.203162383,0.004033495,0.217195264,0.00414085,0.884581498,0.946380697,0.95148248,0.685775835,0.181808319,0.012351993,0.175996528,0.477341764,0.522658236,0.068718616,0.065293534,0.062612361,0.102798959,0.135221003,0.123395946,0.102535491,0.117026223,0.104271279,0.064022689,0.038559296,0.015544604,0.128536105,0.158878505,0.195926407,0.253970915,0.023594988,0.093960857,0.129351237,0.509596439,0.361052324,-0.098984506,0.253050398,0.049327335,0.082179889,-0.024441732,0.017773002,-0.013298479,0.133712265,-0.141428431,-0.022527325,0,0.00530504,0,0,1,0.044710647,0.028489924,-0.958654547,11.15772501,-0.742827724,12.87376753,-0.151415356,-0.516274696,-0.911512375,1.09415359,-0.032161449,0.01341501,-0.004032258,-0.000441891,-0.042631246,-0.031757939,-0.048625793,-0.061310782,0.026713948,0.026713948,0,0,0.035601266,0.030625,0.052250191,0.034107946,0.081395349,0.056818182,0.026666667,0.040540541,0.011627907,0.011627907,-0.021505376,-0.021505376,-0.222322232,-0.098499541,0,0,0,0.205146896,-0.595132924,-0.962747106,14.23424216,-0.730142101,14.01391221,-0.172156234,-0.507677445,-0.912689126,1.374167609,-0.169041337,-0.00941452,0.048007246,0.033650983,0.035294118,0.023255814,-0.023255814,-0.023255814,0.038652482,0.038652482,-0.021505376,-0.021505376,-0.194635919,-0.070891089,0.895986063,0.938649526,0.887995109,0.930249753,0.887916708,0.949531429,1,0,1,1,1,1,-1,-1,-1
3907,48005,41-Rural: Fringe,-0.011663031,0.014686967,-0.39087387,-0.384615385,36.30192308,35.20961538,37.15769231,31090,2.733269231,22429,3.234807692,35589,86715,267206,1161308,2608976,0,0,0.024724673,0.000991755,0.026719714,0.001084011,0.082119587,0.002721559,0.103672952,0.003332757,0.169543908,0.005120221,0.185273597,0.005616099,0.191754598,0.005719887,0.83599722,0.916146916,0.89667129,0.720713141,0.150223001,0.009046801,0.197589056,0.489967846,0.510032154,0.074978968,0.074068525,0.075486049,0.071809706,0.063039495,0.125087875,0.128072743,0.13585184,0.115119107,0.07476,0.044473384,0.017252308,0.104856867,0.133644259,0.241460277,0.279414603,0.02843358,0.107912512,0.126415465,0.599679676,0.273904858,0.259975599,-1,0.086258033,-0.001756721,-0.031757752,0.019536565,-0.01125424,-0.10062507,-0.060569506,-0.003463442,0,0.006920415,0,0,0,-0.00602699,0.024489485,-1,,-0.840497761,15.21590421,-0.121311351,-0.570569602,-0.838679854,1.184879725,0.120955395,-0.012079868,-0.017808958,0.001834862,0.071428571,0.081081081,-0.054054054,-0.054054054,-0.017699115,-0.017699115,-0.000563471,-0.000563471,-0.231418919,-0.117802585,-0.01544289,-0.01544289,-0.075498575,-0.075498575,-0.030224321,-0.039373148,-0.011632992,-0.011632992,-0.031196773,-0.031196773,0.132653061,0.098330241,0,0.333333333,0.333333333,0.020331398,-0.689409594,-1,308.1099656,-0.826739412,15.18741739,-0.149216528,-0.562180007,-0.84049539,0.96502605,0.05305968,-0.015501472,-0.032976827,-0.013636364,-0.009462759,-0.000539001,-0.082644628,-0.091298924,-0.029126214,-0.029126214,-0.031742665,-0.031742665,-0.129464286,-0.031055901,0.863964297,0.903714178,0.874872418,0.907650392,0.849384318,0.909083663,0,0,0,0,0,0,0,-1,0
101905,48201,21-Suburb: Large,-0.034466243,0.365596834,-0.83556192,-0.4,34.16996269,33.29347015,34.97966418,1435155,2.860648321,985652,3.387434701,1598698,4713325,1781921,7940724,17839499,0,0,0.029990081,0.000583877,0.034155082,0.000621005,0.065538023,0.001012449,0.087856874,0.001438263,0.201122138,0.002164077,0.244519103,0.002357359,0.258971321,0.002408915,0,0.522922944,0,0.566470183,0.189492919,0.061828842,0.408443921,0.497843717,0.502156283,0.082178954,0.078275433,0.074908509,0.073470742,0.072693459,0.161660752,0.143747805,0.134039217,0.097536958,0.047771279,0.024752111,0.008964781,0.123569231,0.128590292,0.259571266,0.21424097,0.033779627,0.104786591,0.10229762,0.509670995,0.388031386,0.026685061,-0.176769297,0.023706962,-0.086656466,-0.129064162,-0.005299465,0.033322378,-0.191697886,0.020897362,0.027916504,0.076923077,-0.006581697,0.005952381,-0.071428571,-0.071428571,0.057929734,0.024182984,-0.992122836,114.1783589,-0.886877192,-0.481945974,8.902051733,-0.481873662,-0.853955678,0.894086239,0.021993628,-0.022596889,-0.091381877,-0.204613404,-0.069353347,-0.142224294,-0.103072799,-0.118659212,-0.174530744,-0.16802168,-0.094213266,-0.192610539,-0.311912185,-0.13877682,0.096420747,0.14103772,0.068399044,0.057736379,0.113875319,0.065486025,0.180287831,0.172598659,0.395430434,0.242532855,0.199442913,0.171799541,0.005952381,-0.071428571,-0.071428571,0.109634124,-0.818734296,-0.991912634,93.8183613,-0.884195394,-0.526838705,7.624051726,-0.484619454,-0.849089134,0.530993912,0.043350598,0.004688789,-0.003772239,-0.092433892,-0.005698006,-0.09269943,-0.000934928,-0.060943707,-0.025708683,-0.024423338,0.263962375,0.003207932,-0.174677947,0.009180927,0.843121311,0.886830357,0.867467897,0.891419524,0.820937064,0.881597405,-1,0,-1,-1,-1,-1,0,0,0
103901,48205,43-Rural: Remote,0.012074643,0.016442451,-0.192982456,-0.19047619,38.55,37.725,38.175,1771,2.655,1311,3.11,1946,5576,39562,168732,379071,0,0,0.023314204,0,0.031025825,0,0.067969871,0.00035868,0.120875179,0.00035868,0.220229555,0.00053802,0.25,0.00053802,0.262374462,0.00053802,0.970760234,0.976190476,0.987421384,0.869679974,0.068954141,0.0047839,0.238865061,0.610359617,0.389640383,0.057571758,0.064830089,0.06647971,0.050808314,0.02804355,0.155889145,0.184922468,0.166281755,0.100296932,0.066149786,0.040415704,0.018310789,0.098814229,0.129305477,0.299830604,0.352907962,0.023715415,0.045736872,0.089928058,0.637718397,0.272353546,0.118563686,0,0.293010753,-0.458333333,-0.1179941,0.279365079,-0.293478261,-0.494444444,-0.526041667,0.022023359,0,-0.029761905,0,0,0,0.145194274,0.121233509,-1,,-1,86.60736196,0.344358496,-0.783890758,-0.656441718,0.030674847,0.619631902,-0.002263093,-0.287037037,-0.287037037,0.0125,0.0125,-0.081632653,-0.081632653,-0.1,-0.1,-0.048076923,-0.048076923,-0.057692308,-0.057692308,0.214285714,0.214285714,0.037037037,0.037037037,0.029411765,0.029411765,-0.071428571,-0.071428571,0.116161616,0.116161616,-0.058823529,-0.058823529,0,0,0,0.153475638,-0.692678571,-1,,-1,46.45398773,0.185732124,-0.723517382,-0.757268605,-0.478936605,-0.232361963,0.019710425,-0.134259259,-0.134259259,0.05,0.05,-0.054621849,-0.054621849,-0.164285714,-0.164285714,0.0625,0.0625,-0.113122172,-0.113122172,0.855298074,0.898735186,0.863529997,0.909055031,0.858823382,0.908595811,0,-1,0,1,0,1,-1,-1,-1
