District #,County #,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,% Title I Eligible School Diff 2019-2021,% Free or Reduced Lunch Diff 2019-2021,% Asian or Asian/Pacific Islander Students Diff 2019-2021,% Hispanic Students Diff 2019-2021,% Black or African American Students Diff 2019-2021,% White Students Diff 2019-2021,% Grades 1-8 Diff 2019-2021,% Grades 9-12 Diff 2019-2021,% Prek Diff 2019-2021,% K Diff 2019-2021,% ADA Diff 2019-2021,% Students Tested Math - Grade 3 Diff 2019-2021,% Students Tested Reading - Grade 3 Diff 2019-2021,% Students Tested Math - Grade 4 Diff 2019-2021,% Students Tested Reading - Grade 4 Diff 2019-2021,% Students Tested Math - Grade 5 Diff 2019-2021,% Students Tested Reading - Grade 5 Diff 2019-2021,% Students Tested Math - Grade 6 Diff 2019-2021,% Students Tested Reading - Grade 6 Diff 2019-2021,% Students Tested Math - Grade 7 Diff 2019-2021,% Students Tested Reading - Grade 7 Diff 2019-2021,% Students Tested Math - Grade 8 Diff 2019-2021,% Students Tested Reading - Grade 8 Diff 2019-2021,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021,Label_Math (19-21),Label_Reading (19-21),Label_All (19-21)
57816,48113.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,34.434152186938285,33.4301378070701,35.30868783702816,855960,2.813067705212702,559417,3.368615937687238,943257,2635516.0,504727,1716028,3855200,0,0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.41474311243484735,0.402315484804631,0.3846720707442889,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.505725825298964,3.52060737527115,-0.1195820842168547,0.0017474398986300427,-0.35419894638983573,0.15084337713964743,0.0,-0.3893868243109024,0.5284988254505323,-0.024265496180076968,-0.7944382647385985,-0.7687430478309232,-0.5790123456790123,-0.5885802469135802,-0.6748492678725238,-0.6748492678725238,-0.7561369509043928,-0.7699278267842823,-0.5797752808988764,-0.5797752808988764,-0.725,-0.7053571428571429,0.8361816869078655,0.879525772463471,0.8111446933831545,0.8822823707143695,0,0,0
57829,48113.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,34.434152186938285,33.4301378070701,35.30868783702816,855960,2.813067705212702,559417,3.368615937687238,943257,2635516.0,486940,2191417,4923202,0,0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.363013698630137,0.551510989010989,0.5942028985507246,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,-0.03609014017478579,-0.1705259026687598,0.03825108081573592,-0.17835113000207328,-0.5399364979283012,-0.036872009959198676,0.0909794812233835,0.07895193886573193,-0.08506493506493505,-0.04293060807015949,0.10540479928235019,0.1284340659340658,0.029702970297029712,0.029702970297029712,-0.021972406745017832,-0.013317295300283515,0.07250945775535948,0.07250945775535948,-0.014904074837482179,-0.014904074837482179,-0.08064516129032262,-0.08064516129032262,0.848756015443085,0.8663727148986186,0.8041163409465056,0.860395779856062,-1,0,-1
109901,48217.0,42-Rural: Distant,-0.0368564974438235,-0.0198372966207759,-0.3598574821852731,-0.34,41.24166666666667,40.2,42.25,13238,2.6054166666666667,9524,3.0908333333333338,16118,36649.0,24677,89211,200420,0,0,0.017735818166934977,0.00038200223744167645,0.023274850609839286,0.00043657398564763024,0.06796911239051542,0.0022647275505470817,0.9236111111111112,0.967391304347826,0.9854014598540146,0.8352190145059706,0.06338168656844025,0.0033628772549801934,0.18316281455726866,0.4904101000313489,0.5095898999686511,0.06529111687423408,0.0675710336572715,0.07036393171649234,0.06708655134087606,0.05682692581720767,0.1055601470546325,0.1142238308301747,0.13670951010288124,0.1334606286870529,0.10159879164410499,0.058679358203425576,0.022628174071646384,0.11021302311527421,0.1307599335247016,0.22080374678954526,0.33630457773077505,0.027043360024172836,0.07365160900438132,0.17868221863754807,0.6203623278322372,0.20095545353021466,0.0,0.12648592283628782,0.0,0.23560421735604228,1.021897810218978,-0.04569909388371514,0.12327656123276563,-0.14538339980434936,-0.10798626019750959,-0.09546676911256247,0.018609220955404016,-0.04999999999999995,-0.04999999999999995,0.050000000000000044,0.050000000000000044,0.0,0.0,-0.07638888888888884,-0.07638888888888884,-0.0625,-0.0625,-0.10000000000000003,-0.10000000000000003,0.9197691602136969,0.9372970685456652,0.8972804448547582,0.9390427679667868,0,0,0
95901,48189.0,31-Town: Fringe,0.0105749055812001,0.0279689035832365,-0.2582872928176795,-0.2622950819672131,33.223333333333336,32.32,34.27333333333333,11846,2.8506666666666667,8781,3.319,13541,33406.0,148782,547022,1228930,0,0,0.055828294318385915,0.001676345566664671,0.08016523977728551,0.002155301442854577,0.17436987367538764,0.0044602765970185,0.937733499377335,0.924223602484472,0.9893333333333333,0.7076889146196895,0.05306977641772117,0.003914757533151379,0.5587902847848262,0.5165550133708268,0.48344498662917323,0.08314724450693353,0.08072119758498056,0.07898436853858241,0.07810216965787224,0.07917734954373777,0.13205414495630358,0.12276348799382461,0.12805668127808562,0.09472610481625451,0.06205717751495603,0.043531001020042454,0.016679072588426654,0.10180651696775282,0.1204626034104339,0.26650346108391015,0.27215937869322976,0.03959142326523721,0.10805335134222523,0.12517539325012925,0.5648031903109076,0.31002141643896314,0.0,-0.05892255892255883,-0.037037037037037056,-0.030223619846261342,0.4979423868312755,0.03257474341811691,-0.04131687242798355,0.019607843137254832,0.2745098039215686,0.07918263090676879,0.00902777682013069,0.02083333333333326,0.02083333333333326,0.019917582417582423,0.019917582417582423,0.00926585887384169,0.00926585887384169,0.022235576923077063,0.022235576923077063,0.07017543859649118,0.07017543859649118,0.11341585814653724,0.032786885245901676,0.874631569666949,0.908640978992267,0.8639122503816304,0.9166601937431347,1,0,1
221901,48441.0,12-City: Mid-size,-0.0174048983845753,-0.0021946891635276,-0.3521754025351147,-0.3255813953488372,34.875,33.5301724137931,36.172413793103445,50725,2.4667241379310343,33446,2.973706896551724,55750,138034.0,3970117,18732848,42084907,0,0,0.01075821898952432,0.0004201863309039802,0.015916368430966284,0.0005795673529710071,0.1029746294391237,0.0024559166582146428,0.8252297090352221,0.8437894471093158,0.8674079854337365,0.7939485650844829,0.07375328882332365,0.015763539306191354,0.22108496950709472,0.4868827277842836,0.5131172722157163,0.07493194226879382,0.06749501923866591,0.06373853664471583,0.07768466838014995,0.10278618466077594,0.13796328684622755,0.10965279150761181,0.12999406871169375,0.10378994114336988,0.06779918786975499,0.04602071388377717,0.01814365884446337,0.12384425825529817,0.1497486446525382,0.2113947757516018,0.27377033021192704,0.02756037456875308,0.09090192212912765,0.09013452914798206,0.5557668161434978,0.3540986547085202,0.03333333333333334,-0.013556614896331195,-0.25656222084793523,0.04433540375692578,-0.027114032754064932,-0.02639725173618867,-0.023935716083111614,0.07471685227565755,-0.047168905212687504,-0.036164992518068005,0.005036514501703658,0.014390973981118993,0.018612467307336785,-0.05330623568311692,-0.05596971865118738,-0.01732686640981837,-0.017801396001265537,-0.0267044093898328,-0.024006674025917177,-0.03221013471935452,-0.03644496980425991,-0.061705131449903444,-0.04654329044329964,0.8536701721023863,0.8908432401852237,0.8257789321166374,0.8835782263584119,0,0,0
57814,48113.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,34.434152186938285,33.4301378070701,35.30868783702816,855960,2.813067705212702,559417,3.368615937687238,943257,2635516.0,319147,1353483,3040713,0,0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.027210884353741496,0.3925233644859813,0.3548387096774194,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.0,0.6396103896103897,-0.13560289083301627,0.12723214285714285,0.04752886002886008,-0.3520894428152493,0.11459078978764022,0.0,0.0,-0.13591713694976543,0.0,0.0,0.0,0.0,-0.6666666666666667,-0.6666666666666667,0.8518518518518519,1.0833333333333333,0.031007751937984593,0.055555555555555525,0.1533164189923887,0.12796880538816022,0.3824788369820002,0.39898726394545797,0.3874778157879401,0.418498369938142,1,1,1
14901,48027.0,41-Rural: Fringe,-0.0368545205590878,-0.0175539526956571,-0.35376077458968,-0.3157894736842105,32.22578947368421,31.383684210526315,33.090526315789475,114035,2.5556315789473683,80449,3.063578947368421,125470,362924.0,87745,365709,821596,270526,270527,0.015080292292601206,0.0002534965998390848,0.018003769384223694,0.0002865613737311393,0.050021492103029835,0.0008762165081394452,0.8187535734705546,0.8969310943833236,0.9722543352601156,0.6142214772672329,0.21499830773445935,0.028197978951440036,0.21599755024416975,0.49467016938772224,0.5053298306122778,0.09143068963849985,0.07893048817831644,0.07166180476090706,0.0712878946604993,0.09670411139942302,0.17031605073573258,0.12572082453623865,0.12022499073283156,0.08668267603590826,0.04845359163214982,0.027646783889632053,0.010940093799861396,0.11733239794799842,0.12218178629368176,0.25929758407506465,0.2517560398123383,0.030069715438242644,0.11441224185557065,0.09113732366302701,0.5054913525145454,0.4033713238224277,0.0,-0.2932391600178074,-0.17049053688682883,0.05986867516415606,-0.0053393315611296585,-0.013370256405946515,0.005730373696407851,0.03582335522080603,-0.3491541135573581,-0.035396147161066115,0.028108769116574537,-0.023715415019762858,-0.023715415019762858,0.02676273803396806,0.019042717447246473,0.018024691358024682,0.018024691358024682,-0.02196603832372647,-0.02196603832372647,-0.08465530022238697,0.06478873239436624,-0.060333761232349195,0.032786885245901634,0.8820680396975681,0.9152723577833677,0.8575188710793809,0.9097415546638353,0,0,0
57810,48113.0,11-City: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,34.434152186938285,33.4301378070701,35.30868783702816,855960,2.813067705212702,559417,3.368615937687238,943257,2635516.0,180574,650831,1462146,0,0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.0,0.4340175953079179,0.5479876160990712,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,-0.002653837764474884,0.0,-0.08101491776106082,0.011286359673456363,-1.0,0.11132685436329604,0.0,-0.2668817204301076,0.16848840309250862,0.10475282729374977,-0.003952569169960471,-0.003952569169960471,-0.07368421052631581,-0.07368421052631581,0.17241379310344832,0.17241379310344832,-0.10204081632653053,-0.10204081632653053,0.11895161290322581,0.11895161290322581,-0.10303030303030297,-0.12794612794612792,0.8426206996023172,0.8855374619104391,0.7654975424590358,0.8427208863331644,-1,-1,-1
180903,48359.0,43-Rural: Remote,-0.0185387131952017,-0.0124293785310734,-0.1875,-0.1714285714285714,34.8,28.65,38.15,691,2.565,516,2.965,841,2112.0,11258,61882,139023,0,0,0.008049242424242424,0.0004734848484848485,0.01278409090909091,0.000946969696969697,0.08901515151515152,0.001893939393939394,1.0,0.9836065573770492,1.0,0.9015594541910331,0.030214424951267055,0.008284600389863547,0.11842105263157894,0.5043859649122807,0.4956140350877193,0.04873294346978557,0.07748538011695906,0.12134502923976608,0.12183235867446393,0.028265107212475632,0.10769980506822611,0.10721247563352826,0.14035087719298245,0.12280701754385964,0.0726120857699805,0.039473684210526314,0.012183235867446393,0.08104196816208394,0.1345875542691751,0.2532561505065123,0.38205499276411,0.015918958031837915,0.05499276410998553,0.178359096313912,0.5636147443519619,0.25802615933412604,0.0,0.020491803278688547,0.0,-0.08267997148966495,0.0,0.1333830104321907,0.0339395491803277,-0.10491803278688532,-0.5204918032786886,1.1577868852459015,0.101232158791821,-0.19999999999999996,-0.19999999999999996,-0.16666666666666663,-0.16666666666666663,-0.11111111111111116,-0.11111111111111116,-0.31818181818181823,-0.31818181818181823,-0.11111111111111108,-0.11111111111111108,-0.1333333333333333,-0.1333333333333333,0.8510158096434669,0.8980837059365999,0.7013073346257288,0.7734122146096728,-1,-1,-1
57806,48113.0,21-Suburb: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,34.434152186938285,33.4301378070701,35.30868783702816,855960,2.813067705212702,559417,3.368615937687238,943257,2635516.0,396824,1437759,3230046,0,0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.3383458646616541,0.39072847682119205,0.6295358649789029,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.05730089721309283,-0.2744177483199852,0.015147472198867964,0.19808420915446392,-0.3682317284196617,0.052534392818322916,0.26535810608330834,-0.522341628959276,-0.013416938363145397,0.055127641441482,-0.09688581314878893,-0.12197231833910037,-0.021887824897400834,-0.04797081623347017,-0.1496643411873108,-0.1396603922601027,-0.07692307692307701,-0.11538461538461545,0.09607351712614871,0.05151768309663041,-0.10181773520019653,-0.10936548532456462,0.8244778524373634,0.8708022905325321,0.78876572553897,0.8548855157864459,-1,-1,-1
