Model,n Selected,Method,best_params,Best Accuracy,Train Accuracy,Test Accuracy,Precision,Recall,MCC,F1,conf_mat,Prediction,predict_proba,Features,estimator,classification_report,Train Time CPU,Train Time Wall,n_iter
CatBoost,57,SFS - Ridge,"{'random_strength': 0, 'min_data_in_leaf': 5, 'learning_rate': 0.1, 'l2_leaf_reg': 0, 'iterations': 100, 'depth': 3}",0.6232320757798464,0.7305236270753512,0.6428571428571429,0.675100761307658,0.6428571428571429,0.3798355819719423,0.5945013979496737,"[[22 22  1]
 [ 6 96  2]
 [ 1 38  8]]","[[1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [2]
 [1]
 [1]
 [0]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [0]
 [2]
 [0]
 [1]
 [2]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [2]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [2]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [2]
 [0]
 [0]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [0]
 [0]
 [1]
 [1]
 [0]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [2]
 [1]
 [1]
 [0]
 [1]
 [1]
 [2]
 [1]
 [1]
 [2]
 [2]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [2]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [0]
 [0]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]]","[[0.14131726 0.747361   0.11132173]
 [0.27283294 0.50947334 0.21769372]
 [0.19892305 0.68875872 0.11231823]
 [0.20891442 0.54847109 0.2426145 ]
 [0.0951088  0.58479655 0.32009465]
 [0.13412229 0.58205179 0.28382591]
 [0.04122655 0.74326495 0.2155085 ]
 [0.08923242 0.66034492 0.25042266]
 [0.09751516 0.68160183 0.22088301]
 [0.16677216 0.59183994 0.2413879 ]
 [0.07680815 0.44337538 0.47981647]
 [0.08289661 0.55899637 0.35810702]
 [0.12444889 0.64403125 0.23151985]
 [0.5371484  0.37096293 0.09188867]
 [0.07868909 0.65540368 0.26590723]
 [0.25141552 0.48652131 0.26206317]
 [0.7854121  0.18963476 0.02495314]
 [0.16298917 0.67641919 0.16059163]
 [0.08913804 0.61700203 0.29385993]
 [0.37734884 0.5792995  0.04335166]
 [0.63919476 0.2978518  0.06295343]
 [0.08941686 0.44623144 0.4643517 ]
 [0.41834718 0.28843696 0.29321586]
 [0.10258854 0.71290966 0.1845018 ]
 [0.0886156  0.43326201 0.47812239]
 [0.22943265 0.48750775 0.2830596 ]
 [0.11301928 0.53617667 0.35080405]
 [0.11477688 0.68880074 0.19642237]
 [0.12724177 0.54731289 0.32544533]
 [0.07463336 0.67043816 0.25492847]
 [0.08010295 0.64226089 0.27763616]
 [0.84162584 0.13246613 0.02590803]
 [0.40162139 0.33018588 0.26819273]
 [0.10045519 0.50631478 0.39323003]
 [0.11892948 0.45045615 0.43061437]
 [0.36611356 0.48989132 0.14399512]
 [0.07185128 0.66327935 0.26486937]
 [0.11245422 0.62037999 0.26716579]
 [0.86211285 0.09960027 0.03828688]
 [0.26679062 0.58030264 0.15290675]
 [0.11424968 0.59235276 0.29339756]
 [0.12358499 0.68167569 0.19473933]
 [0.29515286 0.47363099 0.23121614]
 [0.18608093 0.69322101 0.12069806]
 [0.16390523 0.71054765 0.12554712]
 [0.0850492  0.45865532 0.45629548]
 [0.17834699 0.64861089 0.17304212]
 [0.2527489  0.63179798 0.11545312]
 [0.12820384 0.66926744 0.20252872]
 [0.12047129 0.6584354  0.22109331]
 [0.15046659 0.56181437 0.28771904]
 [0.08255563 0.59174216 0.32570222]
 [0.11605129 0.42410464 0.45984407]
 [0.08866196 0.5473124  0.36402564]
 [0.09908116 0.60005713 0.30086171]
 [0.22201898 0.65885473 0.11912629]
 [0.11409453 0.65874777 0.2271577 ]
 [0.11028372 0.77485759 0.11485868]
 [0.10344638 0.64587933 0.25067429]
 [0.22028833 0.55693557 0.22277609]
 [0.1065881  0.51967247 0.37373943]
 [0.1128158  0.50338507 0.38379913]
 [0.13391952 0.49275276 0.37332772]
 [0.07712794 0.66618679 0.25668527]
 [0.12382764 0.541758   0.33441436]
 [0.12445863 0.5642774  0.31126397]
 [0.13791626 0.56498365 0.29710009]
 [0.09066524 0.54455765 0.3647771 ]
 [0.06421796 0.73831228 0.19746976]
 [0.10157467 0.43857782 0.45984751]
 [0.54073266 0.32703113 0.13223621]
 [0.06979992 0.74347998 0.1867201 ]
 [0.1452954  0.65923449 0.19547011]
 [0.13288283 0.48259283 0.38452434]
 [0.08641162 0.65198622 0.26160216]
 [0.10271355 0.5454524  0.35183405]
 [0.84548788 0.12820036 0.02631176]
 [0.14152244 0.66269632 0.19578124]
 [0.11530895 0.57385577 0.31083528]
 [0.15405073 0.54504632 0.30090295]
 [0.19452125 0.65450689 0.15097187]
 [0.08918013 0.57464819 0.33617169]
 [0.16239644 0.63717252 0.20043104]
 [0.11802674 0.69070095 0.19127231]
 [0.09123897 0.61676457 0.29199646]
 [0.14717047 0.50458508 0.34824445]
 [0.89432831 0.08643023 0.01924146]
 [0.20766711 0.5835054  0.20882749]
 [0.14756019 0.7587469  0.09369291]
 [0.12685434 0.68713723 0.18600843]
 [0.09337718 0.69255365 0.21406918]
 [0.21732223 0.59588487 0.1867929 ]
 [0.22220711 0.72118047 0.05661242]
 [0.62051721 0.28343826 0.09604453]
 [0.1219955  0.39704148 0.48096301]
 [0.92346565 0.06285993 0.01367441]
 [0.72834303 0.22358419 0.04807278]
 [0.08519094 0.56174734 0.35306172]
 [0.0886818  0.51914529 0.39217292]
 [0.25284862 0.55498834 0.19216304]
 [0.75657471 0.19233869 0.05108659]
 [0.09273125 0.61833346 0.28893529]
 [0.21721979 0.59006119 0.19271902]
 [0.07256949 0.73426331 0.1931672 ]
 [0.15999392 0.62958917 0.21041691]
 [0.5632293  0.27961028 0.15716042]
 [0.83110289 0.13700395 0.03189316]
 [0.21672797 0.56055288 0.22271915]
 [0.14143142 0.54678461 0.31178397]
 [0.76481568 0.19755733 0.03762699]
 [0.12200755 0.44604567 0.43194678]
 [0.11184318 0.50937814 0.37877868]
 [0.82197852 0.15506962 0.02295186]
 [0.1130095  0.63285181 0.2541387 ]
 [0.10826052 0.55704223 0.33469725]
 [0.25102703 0.57885647 0.1701165 ]
 [0.13051399 0.49655918 0.37292683]
 [0.12865076 0.6900251  0.18132414]
 [0.09358495 0.72553804 0.18087701]
 [0.2205591  0.46271205 0.31672886]
 [0.87137062 0.11301891 0.01561048]
 [0.08097624 0.4492577  0.46976606]
 [0.15533861 0.67891282 0.16574858]
 [0.13215987 0.50767177 0.36016836]
 [0.77929192 0.18306247 0.03764562]
 [0.15926558 0.62472215 0.21601226]
 [0.08599098 0.71841626 0.19559276]
 [0.11541481 0.38609867 0.49848652]
 [0.13058778 0.61887494 0.25053729]
 [0.16759458 0.64331414 0.18909128]
 [0.08185687 0.41685686 0.50128627]
 [0.08959417 0.42131981 0.48908601]
 [0.08909664 0.59487659 0.31602677]
 [0.18452227 0.46239284 0.35308489]
 [0.29824669 0.50679177 0.19496155]
 [0.14732795 0.45725262 0.39541942]
 [0.09356016 0.67530645 0.23113339]
 [0.17031987 0.55297884 0.27670129]
 [0.70364065 0.26924454 0.02711481]
 [0.14390912 0.67027682 0.18581406]
 [0.07386534 0.68747004 0.23866462]
 [0.2573004  0.66597685 0.07672275]
 [0.12735886 0.56999325 0.30264788]
 [0.0827084  0.58876241 0.32852918]
 [0.10056587 0.59422115 0.30521298]
 [0.72521824 0.23785045 0.03693131]
 [0.09215684 0.64309049 0.26475267]
 [0.11408704 0.57791297 0.30799998]
 [0.12060373 0.48848414 0.39091213]
 [0.14153136 0.71273161 0.14573703]
 [0.10043968 0.49275237 0.40680795]
 [0.11410006 0.49576204 0.3901379 ]
 [0.1009699  0.71579402 0.18323608]
 [0.61222064 0.32610513 0.06167423]
 [0.10206321 0.52292489 0.37501189]
 [0.0964786  0.55265794 0.35086346]
 [0.24431106 0.67573183 0.07995711]
 [0.39066039 0.56213234 0.04720726]
 [0.09385592 0.59676572 0.30937836]
 [0.18971062 0.71981405 0.09047533]
 [0.1365194  0.67004228 0.19343832]
 [0.15546281 0.76691847 0.07761872]
 [0.10210891 0.69241783 0.20547326]
 [0.8338309  0.14164838 0.02452072]
 [0.0882053  0.55757454 0.35422016]
 [0.09242368 0.50685553 0.40072079]
 [0.12858977 0.69521119 0.17619904]
 [0.09833771 0.35855394 0.54310835]
 [0.32728539 0.56958169 0.10313292]
 [0.1461603  0.53821637 0.31562333]
 [0.17114774 0.64261817 0.18623409]
 [0.52231947 0.37794323 0.0997373 ]
 [0.36391365 0.5305588  0.10552755]
 [0.0794927  0.69197307 0.22853423]
 [0.09084941 0.57504046 0.33411013]
 [0.12659476 0.80797295 0.06543229]
 [0.92038738 0.06395355 0.01565906]
 [0.84236614 0.12802592 0.02960794]
 [0.15012866 0.58591485 0.26395649]
 [0.15085478 0.57218469 0.27696052]
 [0.08271838 0.55955954 0.35772208]
 [0.91665139 0.06820746 0.01514115]
 [0.1874141  0.60905934 0.20352657]
 [0.22218079 0.66375622 0.114063  ]
 [0.11847394 0.72306477 0.15846129]
 [0.08901274 0.65456601 0.25642125]
 [0.31251655 0.5943513  0.09313215]
 [0.27352473 0.49047627 0.23599899]
 [0.31041612 0.54625896 0.14332492]
 [0.83123398 0.13875238 0.03001364]
 [0.08312959 0.66491964 0.25195078]
 [0.25012058 0.50333504 0.24654437]
 [0.16877809 0.67039181 0.16083011]
 [0.10506652 0.69165352 0.20327995]
 [0.11083263 0.5959895  0.29317788]
 [0.28733667 0.5466191  0.16604424]]","['Labor Force Diff', 'Unemployed Level Diff', 'Unemployed Rate Diff', 'CARES ESSER I 20', '% School-wide Title I 2020-2021', '% School-wide Title I 2018-2019', '% Title I Eligible School 2020-2021', '% Title I Eligible School 2018-2019', '% Free Lunch 2020-2021', '% Free Lunch 2018-2019', '% Reduced-price Lunch 2018-2019', '% Hispanic Students 2020-2021', '% Hispanic Students 2018-2019', '% Black or African American Students 2020-2021', '% Black or African American Students 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Prek 2018-2019', '% ADA 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 3 2020-2021', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 5 2020-2021', 'Average Score Reading All Grade 4 2018-2019', 'Average Score Reading All Grade 6 2018-2019', 'Average Score Reading All Grade 7 2018-2019', 'Average Score Reading All Grade 8 2018-2019', '% County Deaths 01/29/21', '% On Campus 09/28/20', '% On Campus 10/30/20', '% On Campus 01/29/21', '% White Pop 10', '% Hispanic Pop 10', '% Age 0-4 Pop 10', '% Age 5-9 Pop 10', '% Age 10-14 Pop 10', '% Age 20-24 Pop 10', '% Age 45-54 Pop 10', '% HH 1 Female 10', '% HH Male-Child 10', 'Total Schools Diff', '% Operational Schools Diff', 'Locale_12-City: Mid-size', 'Locale_13-City: Small', 'Locale_21-Suburb: Large', 'Locale_22-Suburb: Mid-size', 'Locale_23-Suburb: Small', 'Locale_31-Town: Fringe', 'Locale_32-Town: Distant', 'Locale_41-Rural: Fringe', 'Locale_43-Rural: Remote']",<catboost.core.CatBoostClassifier object at 0x000002A4AE0BFB50>,"              precision    recall  f1-score   support

           0       0.76      0.49      0.59        45
           1       0.62      0.92      0.74       104
           2       0.73      0.17      0.28        47

    accuracy                           0.64       196
   macro avg       0.70      0.53      0.54       196
weighted avg       0.68      0.64      0.59       196
",3.0,875.5916674137115,100
CatBoost,114,No Reduction,"{'random_strength': 0, 'min_data_in_leaf': 10, 'learning_rate': 0.01, 'l2_leaf_reg': 0.1, 'iterations': 200, 'depth': 6}",0.6168299853013229,0.7803320561941252,0.6275510204081632,0.6872586459733594,0.6275510204081632,0.35707326309317544,0.5536461817199204,"[[21 24  0]
 [ 4 99  1]
 [ 0 44  3]]","[[1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [2]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [2]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [2]
 [0]
 [0]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [0]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [2]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [0]
 [0]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]
 [0]
 [1]
 [1]
 [1]
 [1]
 [1]
 [1]]","[[0.1583104  0.64284031 0.19884929]
 [0.13912861 0.62614826 0.23472312]
 [0.23133596 0.58093799 0.18772605]
 [0.22644394 0.49652562 0.27703044]
 [0.1311613  0.6247445  0.2440942 ]
 [0.1567934  0.55812575 0.28508085]
 [0.11697725 0.60604239 0.27698036]
 [0.1327951  0.62924876 0.23795614]
 [0.16354731 0.54795407 0.28849861]
 [0.17009076 0.57405276 0.25585648]
 [0.13510012 0.54124181 0.32365807]
 [0.12744224 0.57249381 0.30006395]
 [0.12362334 0.62183083 0.25454583]
 [0.40569045 0.38470182 0.20960773]
 [0.14370859 0.52431139 0.33198002]
 [0.18617922 0.48361267 0.33020811]
 [0.61695771 0.30071889 0.0823234 ]
 [0.15945592 0.61074509 0.229799  ]
 [0.15027941 0.5548922  0.29482839]
 [0.44989823 0.46125776 0.08884401]
 [0.54285794 0.34423331 0.11290876]
 [0.14132764 0.43586871 0.42280364]
 [0.31103349 0.40347735 0.28548916]
 [0.13926682 0.66313758 0.1975956 ]
 [0.15673934 0.45805083 0.38520983]
 [0.22989658 0.45235563 0.31774779]
 [0.1595436  0.55014101 0.29031539]
 [0.13854289 0.63811743 0.22333968]
 [0.18151097 0.53723533 0.28125371]
 [0.12250606 0.58429444 0.2931995 ]
 [0.12490541 0.66299979 0.21209481]
 [0.79530578 0.14927705 0.05541717]
 [0.39048446 0.43407045 0.17544509]
 [0.20748956 0.48856413 0.3039463 ]
 [0.15806644 0.52158232 0.32035125]
 [0.37700354 0.46767115 0.15532532]
 [0.12816885 0.59898543 0.27284572]
 [0.15752258 0.53753057 0.30494685]
 [0.75392412 0.1787168  0.06735908]
 [0.2405339  0.57851462 0.18095148]
 [0.14801581 0.56205053 0.28993365]
 [0.17668901 0.58037856 0.24293242]
 [0.20462344 0.6131856  0.18219096]
 [0.22621287 0.60410689 0.16968024]
 [0.1589083  0.63883145 0.20226025]
 [0.19192748 0.40118168 0.40689084]
 [0.23553769 0.5259693  0.23849301]
 [0.25181356 0.56474758 0.18343887]
 [0.17347234 0.53174322 0.29478444]
 [0.16040664 0.61851624 0.22107712]
 [0.19197671 0.50465489 0.3033684 ]
 [0.12513357 0.53932705 0.33553938]
 [0.16216916 0.44246969 0.39536115]
 [0.14386023 0.56297923 0.29316054]
 [0.13447966 0.60181308 0.26370726]
 [0.24712545 0.58639007 0.16648448]
 [0.13903671 0.63799219 0.2229711 ]
 [0.1462844  0.69127298 0.16244263]
 [0.11948184 0.6498893  0.23062887]
 [0.20447833 0.58668156 0.20884011]
 [0.16115158 0.50319384 0.33565458]
 [0.14640163 0.51800409 0.33559428]
 [0.23107355 0.45577105 0.31315539]
 [0.11634251 0.61156944 0.27208805]
 [0.1649429  0.46791549 0.36714162]
 [0.13988705 0.58915937 0.27095357]
 [0.15008453 0.53960942 0.31030605]
 [0.14699534 0.55169802 0.30130664]
 [0.16109322 0.5073804  0.33152638]
 [0.19125868 0.38469058 0.42405074]
 [0.3355708  0.43106305 0.23336614]
 [0.13648794 0.621487   0.24202506]
 [0.1655267  0.62469129 0.20978201]
 [0.17130737 0.46923158 0.35946105]
 [0.13374446 0.57171054 0.294545  ]
 [0.13870497 0.53940984 0.32188519]
 [0.76709039 0.16056667 0.07234294]
 [0.16791287 0.52922296 0.30286417]
 [0.14100587 0.57789003 0.2811041 ]
 [0.20094796 0.48356227 0.31548977]
 [0.15817425 0.66293951 0.17888624]
 [0.13629786 0.55490907 0.30879308]
 [0.15800812 0.55087469 0.29111718]
 [0.16415065 0.59988302 0.23596633]
 [0.18949998 0.49532702 0.31517299]
 [0.16782877 0.52148272 0.31068851]
 [0.80857799 0.1307217  0.06070031]
 [0.23655646 0.55730956 0.20613398]
 [0.17539306 0.68105856 0.14354838]
 [0.16395224 0.62113273 0.21491503]
 [0.14208957 0.5979498  0.25996064]
 [0.17579599 0.57358375 0.25062026]
 [0.28567742 0.59015368 0.1241689 ]
 [0.61481016 0.27293591 0.11225393]
 [0.13382071 0.42575739 0.44042189]
 [0.79906006 0.13104726 0.06989269]
 [0.68134632 0.24315786 0.07549582]
 [0.12999426 0.55175998 0.31824576]
 [0.13870197 0.49180591 0.36949212]
 [0.24262182 0.53793505 0.21944312]
 [0.53093505 0.33302193 0.13604302]
 [0.13226691 0.62095794 0.24677515]
 [0.22440098 0.57051851 0.20508051]
 [0.17328766 0.51754548 0.30916686]
 [0.20434597 0.57077218 0.22488185]
 [0.38304452 0.43350005 0.18345544]
 [0.59529587 0.28147216 0.12323197]
 [0.26947196 0.45078661 0.27974143]
 [0.16822936 0.49879643 0.33297421]
 [0.71550056 0.211089   0.07341044]
 [0.13883582 0.48608459 0.37507959]
 [0.15641854 0.53226245 0.31131901]
 [0.70697466 0.21772304 0.0753023 ]
 [0.14606586 0.56442702 0.28950712]
 [0.13187454 0.54651036 0.3216151 ]
 [0.24851248 0.52653397 0.22495355]
 [0.17458658 0.51257832 0.3128351 ]
 [0.14635875 0.64154856 0.21209269]
 [0.16211844 0.55376364 0.28411792]
 [0.16087521 0.54440686 0.29471794]
 [0.75158906 0.18192162 0.06648932]
 [0.13139368 0.60360221 0.2650041 ]
 [0.14287092 0.62748151 0.22964757]
 [0.17282544 0.54238274 0.28479182]
 [0.71388105 0.19429392 0.09182503]
 [0.18575588 0.51213013 0.30211399]
 [0.14630928 0.61743851 0.23625221]
 [0.1559445  0.49321926 0.35083624]
 [0.16912359 0.5508878  0.27998861]
 [0.19993481 0.6129493  0.18711589]
 [0.14947709 0.48976384 0.36075907]
 [0.17276545 0.4085342  0.41870035]
 [0.12206215 0.59747377 0.28046408]
 [0.17458735 0.524102   0.30131065]
 [0.31403733 0.47674755 0.20921512]
 [0.17119092 0.48458983 0.34421926]
 [0.13315437 0.64699477 0.21985085]
 [0.16118554 0.57421741 0.26459705]
 [0.60573076 0.31857032 0.07569892]
 [0.21191741 0.56502694 0.22305565]
 [0.16385711 0.52411556 0.31202732]
 [0.20658557 0.64394169 0.14947274]
 [0.16667126 0.48703994 0.3462888 ]
 [0.12205468 0.62234864 0.25559668]
 [0.18272507 0.51159689 0.30567803]
 [0.61885156 0.29796979 0.08317865]
 [0.13650472 0.59713427 0.26636101]
 [0.15040563 0.53841092 0.31118346]
 [0.16487957 0.48956586 0.34555457]
 [0.15742703 0.63094268 0.21163028]
 [0.17551515 0.4128537  0.41163115]
 [0.17136656 0.44164331 0.38699012]
 [0.13337135 0.67458118 0.19204747]
 [0.50088946 0.36373622 0.13537432]
 [0.14292406 0.54783777 0.30923817]
 [0.12621857 0.60667121 0.26711021]
 [0.21738213 0.61714931 0.16546857]
 [0.34354963 0.56282216 0.0936282 ]
 [0.14281865 0.56067782 0.29650354]
 [0.2021154  0.65472668 0.14315792]
 [0.16442123 0.60114958 0.23442919]
 [0.17972023 0.69346018 0.12681959]
 [0.14184166 0.62671858 0.23143976]
 [0.77449334 0.15703697 0.06846969]
 [0.15253135 0.4997968  0.34767185]
 [0.18270298 0.43413128 0.38316574]
 [0.14797684 0.57127297 0.28075019]
 [0.17331594 0.41971709 0.40696697]
 [0.24599218 0.57325391 0.18075391]
 [0.16641011 0.52421078 0.3093791 ]
 [0.19820346 0.60468274 0.1971138 ]
 [0.63044873 0.26521792 0.10433335]
 [0.24256365 0.55258807 0.20484828]
 [0.12192244 0.59432902 0.28374854]
 [0.15702972 0.53724848 0.3057218 ]
 [0.18872968 0.67264093 0.13862939]
 [0.79750703 0.14005271 0.06244025]
 [0.76499242 0.16917092 0.06583666]
 [0.14501643 0.56293447 0.29204911]
 [0.16690827 0.55631697 0.27677476]
 [0.11840481 0.56045254 0.32114265]
 [0.79738108 0.13343373 0.06918519]
 [0.16756775 0.52202332 0.31040893]
 [0.26405366 0.4795739  0.25637243]
 [0.15135698 0.62983101 0.21881201]
 [0.16290618 0.59766896 0.23942487]
 [0.21706421 0.63280197 0.15013382]
 [0.30418785 0.4566921  0.23912005]
 [0.23182605 0.48730201 0.28087195]
 [0.77999184 0.14989479 0.07011337]
 [0.15587035 0.54615915 0.2979705 ]
 [0.24482104 0.45442472 0.30075424]
 [0.16054684 0.65043428 0.18901887]
 [0.12792132 0.65449433 0.21758435]
 [0.11543122 0.55869246 0.32587632]
 [0.27990165 0.45262541 0.26747294]]","['Total Students 2018-2019', 'Total Students 2020-2021', 'Labor Force Diff', 'Employed Diff', 'Unemployed Level Diff', 'Unemployed Rate Diff', 'Median Age 10', 'Median Age Male 10', 'Median Age Female 10', '# of Households 10', 'Avg Household Size 10', '# of Families 10', 'Avg Family Size 10', '# of Housing Units 10', 'County Population', 'CARES ESSER I 20', '% School-wide Title I 2020-2021', '% School-wide Title I 2018-2019', '% Title I Eligible School 2020-2021', '% Title I Eligible School 2018-2019', 'Teachers:Students 2020-2021', 'Teachers:Students 2018-2019', 'Staff:Students 2020-2021', 'Staff:Students 2018-2019', '% Free Lunch 2020-2021', '% Free Lunch 2018-2019', '% Reduced-price Lunch 2020-2021', '% Reduced-price Lunch 2018-2019', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Hispanic Students 2020-2021', '% Hispanic Students 2018-2019', '% Black or African American Students 2020-2021', '% Black or African American Students 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Prek 2020-2021', '% Prek 2018-2019', '% K 2020-2021', '% K 2018-2019', '% ADA 2018-2019', '% ADA 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 3 2020-2021', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 8 2020-2021', 'Average Score Reading All Grade 3 2018-2019', 'Average Score Reading All Grade 4 2018-2019', 'Average Score Reading All Grade 5 2018-2019', 'Average Score Reading All Grade 6 2018-2019', 'Average Score Reading All Grade 7 2018-2019', 'Average Score Reading All Grade 8 2018-2019', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% County Infected 10/30/20', '% County Deaths 10/30/20', '% County Infected 01/29/21', '% County Deaths 01/29/21', '% On Campus 09/28/20', '% On Campus 10/30/20', '% On Campus 01/29/21', '% White Pop 10', '% Black Pop 10', '% Asian Pop 10', '% Hispanic Pop 10', '% Male Pop 10', '% Female Pop 10', '% Age 0-4 Pop 10', '% Age 5-9 Pop 10', '% Age 10-14 Pop 10', '% Age 15-19 Pop 10', '% Age 20-24 Pop 10', '% Age 25-34 Pop 10', '% Age 35-44 Pop 10', '% Age 45-54 Pop 10', '% Age 55-64 Pop 10', '% Age 65-74 Pop 10', '% Age 75-84 Pop 10', '% Age 85-Up Pop 10', '% HH 1 Male 10', '% HH 1 Female 10', '% HH Married-Child 10', '% HH Married-noChild 10', '% HH Male-Child 10', '% HH Female-Child 10', '% Housing Vacant 10', '% Housing Owner Occup 10', '% Housing Renter Occup 10', 'Total Schools Diff', '% Operational Schools Diff', 'Locale_11-City: Large', 'Locale_12-City: Mid-size', 'Locale_13-City: Small', 'Locale_21-Suburb: Large', 'Locale_22-Suburb: Mid-size', 'Locale_23-Suburb: Small', 'Locale_31-Town: Fringe', 'Locale_32-Town: Distant', 'Locale_33-Town: Remote', 'Locale_41-Rural: Fringe', 'Locale_42-Rural: Distant', 'Locale_43-Rural: Remote']",<catboost.core.CatBoostClassifier object at 0x000002A4B05CE920>,"              precision    recall  f1-score   support

           0       0.84      0.47      0.60        45
           1       0.59      0.95      0.73       104
           2       0.75      0.06      0.12        47

    accuracy                           0.63       196
   macro avg       0.73      0.49      0.48       196
weighted avg       0.69      0.63      0.55       196
",36.28125,1920.4441130161285,100
